GeneID	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
ADH5P4	0	0	2.04647954	0	0	0	0	0	0	0	0	3.870861062
ADH6	0	2.259718201	4.474199472	0.527013472	0.414660667	0.174019851	0	0	3.145817037	1.219240458	1.366221505	1.799690022
ADHFE1	0	5.00633869	6.898016827	0	3.212434902	0	0	0	0	0	0	0
ADI1	7.16354092	9.1153846	11.45284368	22.99731084	7.443080435	0.066147318	24.32433823	9.557324016	3.635134578	1.93104135	7.22101295	14.9446637
ADIG	0	0	0	0	4.803601491	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0.36861257	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0.431640681	0	0	0	0
ADIPOR1	27.15778822	116.5995509	9.406950683	48.14431624	108.5540318	3.144658727	99.67935915	388.6610591	23.22263832	154.4880431	33.8185812	104.4666751
ADIPOR1P1	0	0	0	0	0	0	0	0	0	0	0	21.99920081
ADIPOR2	0	0	0	0	0	0	0	0	0	0.803852463	0	0
ADIRF	115.2290609	33.40012146	397.7792401	228.227419	55.95862153	512.1495508	72.65631887	25.06384991	242.7124239	59.67837314	277.5297174	198.9197217
ADK	0	0	0	0	0	0	0	1.448478426	14.12264888	0	2.004390761	0
ADM	0	2.767956676	0	6.812985755	8.189715102	30.93265908	0.334725339	3.532727922	7.843049433	21.34407057	0	9.693982486
ADM2	0	10.162483	0	6.930973339	2.27223953	9.297467701	5.372682446	0.01288139	1.920840447	0.662811603	0	0
ADM5	0	4.674556205	1.973390985	0	0	0	0	0	6.875665732	1.126440787	11.54043166	0
ADNP	2.790842872	1.486846793	0	1.132761487	1.497829822	4.137793706	1.558287602	5.977271295	6.389722924	2.620632501	11.78117181	3.719470574
ADNP2	0.023031335	3.192284624	3.867670528	4.187937792	1.372967018	0.702232112	0	3.503984374	0	1.21950446	13.00547532	5.987533041
ADO	0	4.05948302	2.187475292	5.680537264	0.062076617	1.32863035	0	16.14018818	5.425267277	0.030420988	23.90075281	7.668162012
ADORA1	0	0	3.029189872	0	1.749632858	0	0	0	0	0	0	6.910816768
ADORA2A	6.385799165	2.111227483	1.451954827	0.128675917	16.81771854	10.78153009	18.11438247	13.01727473	6.067867746	8.64129258	4.209429607	21.46365291
ADORA2A-AS1	11.98404324	1.832142064	0	0	1.500346065	0	0	0	5.408894294	1.191109618	10.42336718	3.005413334
ADORA2B	0	1.432125309	12.86420606	5.237143957	4.537619578	15.28582066	25.64457786	0	0	0	22.62781719	6.059678585
ADORA3	0.055275205	5.703166791	7.594698492	0	0	7.97303536	10.44208869	0	0.093743946	1.766178874	0	3.094036212
ADPGK	0	3.811989286	0	0.127190481	1.667917184	10.76206372	6.473892349	4.110292677	14.04552834	2.4929846	2.904734498	0
ADPGK-AS1	0	0	0	0	0	27.18582101	0	0	3.700310502	0	0	1.13082805
ADPRH	0.036083988	2.870794622	1.267009973	8.509298361	6.654887715	6.812846819	0	5.329760397	0	15.02158133	3.417114478	0.62838395
ADPRHL1	0	0	0	0	2.500399743	0	0	0	0	0	0	1.517778061
ADPRHL2	34.41723214	51.72419938	0	25.43689271	15.35687156	26.41981012	69.50667665	20.63674881	11.44995547	30.28152995	56.36745768	26.10668021
ADPRM	2.900333369	3.940206057	0	6.710051663	2.650067016	0	6.369728201	0	0	0	0	0
ADRA1A	0	0.320600094	0.025401654	0	0	0	0.065033121	0	0	0	0	0
ADRA1D	3.909901773	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	3.809867736	8.895043676	2.248321618	5.002956838	2.664020048	9.461319239	0	0	7.221500581	0.409192113	6.232139341	2.94697991
ADRA2C	0	19.38102516	0	11.52431503	3.384560039	0	0	0	0	0	0.111143804	0
ADRB1	0	0	0	0	0	4.423688595	0	0	0	0	0	1.132606081
ADRB2	3.767755025	0	0	0	0	0	0	4.609310879	0	0	0	2.796888867
ADRB3	5.531905747	3.030426312	0	0	3.406029296	4.123274481	0	0	13.1981702	0	0	0.116628658
ADRBK1	128.7409114	106.5131021	73.87495731	108.8223141	124.9392014	86.45247096	92.38419353	135.2560891	86.52860228	122.1692037	53.26750758	109.1352498
ADRBK2	0.753655689	0	0	0	0.816866861	0	0	0.261353108	0	1.150891546	0	0.426120883
ADRM1	95.26718591	144.3668221	110.7416144	86.84926417	37.07821412	56.09225068	31.26146689	89.32499314	57.75093728	73.52498474	146.7925231	133.8688967
ADSL	35.6816458	19.46736106	31.71548247	18.92399302	18.46432282	0	46.59055894	37.31613622	25.95389511	25.0463672	51.17188572	5.030197744
ADSS	2.18567538	18.96371004	0.068096885	2.5346658	3.185350108	5.649389962	0	3.185402952	0.075648871	1.262372586	9.621569701	6.325239139
ADSSL1	0	1.830351892	5.854828884	5.253556483	1.148211863	0	0	0.759411978	0	0	4.803963981	0
ADTRP	8.214972382	7.306195489	8.462852191	13.09336323	3.359353976	9.712049776	0	3.051315695	3.624631385	2.377945429	25.41627897	2.741558101
AEBP1	0	0	0.370916367	0	3.526628419	10.96951126	12.58242871	3.0578989	3.347916149	0	1.065196125	2.039973949
AEBP2	0	0	0	0	2.083010496	0.822751099	0	0	2.788716782	1.581224907	1.384152732	1.609032456
AEN	2.670577507	4.360012897	3.696498236	0.10116844	4.201141189	16.45236605	41.61265073	11.52963889	31.40220462	30.45929135	5.182905071	17.53967845
AES	599.4851623	435.4718149	795.7518176	380.1254875	170.3382371	629.443957	506.6764681	402.7062647	562.6682608	417.4964097	431.6526366	439.6044446
AF064858.7	0	0	0	0	1.350198792	0	0	0	0	0	0	0
AFAP1	0.574947497	3.017705782	1.024029917	4.083845708	6.36693576	7.566504077	0	0.956331316	0.054171212	1.96832014	1.34436799	1.648869548
AFAP1-AS1	0	0	0.501842476	0.570756754	0.963930947	0	0	0	1.641519274	0	0	0
AFAP1L1	0	0.768921778	0	3.180094111	15.85784239	0	0.306997083	1.985856015	0	8.577924324	7.179947781	0
AFAP1L2	1.522428332	10.52028159	0.045572657	11.36508293	2.150277069	0	1.71122995	7.176536365	3.240108306	9.756318929	12.93048674	4.567245019
AFF1	0	0.726363049	0	0	0	0	0	0.677845332	0	0.691708351	0	0
AFF2	2.735350572	1.346663944	0	0	0.924962367	0.434052679	0.035284229	0.304321671	0.842065604	1.409297746	0	2.04373354
AFF3	0.013119023	1.71237311	0	0	1.466370579	4.461569849	0.08545953	2.158859166	1.913430991	0.011976716	0.759218285	2.888399524
AFF4	1.288339232	2.410318043	0	2.855130503	4.240097609	3.626015798	0.201419027	3.983014908	2.272356376	2.740453477	1.988218648	3.782028115
AFG3L1P	6.149802737	5.356262318	2.631187981	0	1.459427536	0	12.0437727	3.196894304	1.527925718	1.466161025	9.548333334	7.357342914
AFG3L2	26.87582431	20.16585192	32.29252335	17.02981053	5.61904615	15.19182728	75.67212611	11.04617141	9.247172805	9.425936959	11.66424611	20.29887447
AFG3L2P1	0.005012232	0.165114282	0.635107011	0.170888769	0.526002253	1.387175368	0	0.106713977	0.578033398	0.105243495	0	0.006234673
AFMID	28.51646233	5.613485689	28.33540661	3.636845978	2.207959138	0	0	7.002500862	18.45251544	0	0	1.503774493
AFP	0	1.134823601	3.809351113	16.59976127	3.325691076	0	0	0	0	0	0	0
AGA	0	4.107741259	0	0	2.27179362	3.252321794	0	0.052346344	0	2.962827748	4.656624144	1.688176254
AGAP1	0	0	0	0	1.143437935	0	0	0	0	0	0	0
AGAP1-IT1	0	0	8.940884536	0	0	0	0	0	0	0	8.332717221	0
AGAP2	6.905901079	2.53202083	0	1.543225943	8.769432454	7.302366159	0	15.35880751	0.03289904	13.60090653	2.14319725	2.82318108
AGAP2-AS1	13.21171266	10.27730646	16.58112452	6.217795132	0	35.64437476	0	0	3.024176039	0	1.421421087	39.82457308
AGAP3	28.82426388	18.19978718	17.2064677	49.98105859	13.38284751	31.16778836	0.644903468	10.42068892	22.53723558	8.342762259	14.28983971	25.29217164
AGAP4	0	0.764778662	0.110496083	19.22746177	0	0	28.85490559	0	8.04013588	1.6849448	4.696368638	0.09003093
AGAP5	0	1.36710537	0	6.249215396	0	0.059985202	0.066641525	0	0	0.840552212	8.970303724	0
AGAP6	0	6.636200327	5.351221269	0.114471433	0.075056273	0.992209777	0.052491019	1.483279531	0	1.76552352	0	6.114181661
AGAP7	0	0	0	0	0	0	2.128142673	0	0	0	0.089518539	0.063495693
AGAP9	0.051986944	1.777193027	0.079365536	6.646728353	0	0	0	0	6.34804001	0	6.928817426	0
AGBL1	0	0	0	0	0	0	7.451831241	0.693345528	1.687015309	0	0	0
AGBL1-AS1	0	0	0	0	0	4.180802893	0	0	0	0	0	0
AGBL2	0	2.180498461	0	0	2.435904958	0	0.872556955	1.471186518	0.540876792	0.611421985	1.286365991	0
AGBL3	1.827937812	0.66454572	0	0	0.492587215	0	0	0	1.696275607	1.700260977	0	0.042901064
AGBL4-IT1	0	0	0	0	0	24.34839039	0	0	0	0	0	0
AGBL5	0	5.918637241	12.69123557	5.045945372	6.241585828	0.443130635	0	11.54813099	4.870460458	7.416829544	9.542392766	4.794311492
AGER	8.233296275	0.69154373	6.964076735	7.112555549	0.898162936	3.218405096	0	0.008225072	2.924735484	0	0	9.180289221
AGFG1	1.88659404	4.27042507	0	5.560189447	4.20521775	0	6.621705725	1.860967744	1.313255479	6.8507347	7.653967119	0.980718132
AGFG2	10.936471	16.81761714	12.32518236	24.91675002	3.267467445	14.33764783	32.19332788	9.553153287	7.436578085	14.15213953	19.67668099	16.65180149
AGGF1	4.761157779	0.581598144	3.235153285	3.284103912	6.784638776	7.519874797	0	1.867698729	0	10.75341782	0.048263377	0
AGGF1P4	0	4.122159124	0	0	0	0	0	4.052987141	0	0	0	0
AGK	6.448584922	2.294128353	0	0	0	0.348262805	0	3.838839234	5.108484221	0.387308578	0	7.757480423
AGKP1	0	0	0	0	0	0	0	0.589474487	0	0	0	0
AGL	0	2.07088676	0	7.00505543	1.024126677	12.97194293	0	0	0.875837019	0	3.301249996	1.471260578
AGMAT	0	8.143420757	8.889644617	23.25142	3.029538353	0.138418612	0	4.2058229	5.204661529	1.436750275	4.898855217	5.383444252
AGMO	0	0.031163708	0	3.133973447	0	0	0	0	0	0	0.967198082	0
AGO1	2.948411704	4.116878873	1.41057915	2.861163327	6.646579512	4.918575812	0	7.584244189	3.767874525	3.66789616	1.274439035	2.143682154
AGO2	0	10.97452238	0	0.906613747	7.815859925	0	0	2.484761278	3.18689242	13.46505938	0	9.173277141
AGO3	15.48326156	3.483038551	2.86813913	0	1.005713572	0	0	0	1.867782676	0.56185524	0	1.611673493
AGO4	0.861145575	2.982090132	0.026829845	9.836664287	7.857470219	0.927430184	0	4.186043162	1.549875132	4.684892463	1.63345661	1.136753647
AGPAT1	1.278315645	4.528023262	4.385701898	2.343190161	4.557914407	8.817200163	0.01790788	2.249730227	5.641354527	2.886152482	0.024104959	4.069252421
AGPAT2	244.1775032	216.2435206	352.089666	200.6562941	59.53559276	182.5631806	385.7994955	14.50724129	410.8498016	64.47449343	176.8510446	183.1755161
AGPAT3	8.594682993	5.483243732	10.3754305	9.735398066	14.25950873	5.483516837	19.48453815	10.58858722	17.24094902	5.945230993	14.17598104	9.489898644
AGPAT4	0.01574982	0.822304214	0	2.282164317	0.968234499	8.182152126	0.307790973	0.586818522	6.731146118	0	0.828606048	2.311746085
AGPAT4-IT1	0	0	3.14222128	0	0	0	0	0.235600557	4.841932515	0	0	0.825885654
AGPAT5	0	0	0	0.063848608	0	3.294189168	0	0	0	3.344060983	0	0
AGPAT6	17.36513045	11.73454363	18.73439201	14.52753143	0.525116367	7.17242398	13.70755962	0.898469819	16.90978859	4.183208857	18.65803272	10.95917542
AGPAT9	4.60955363	1.787128053	0	6.483486812	0	17.55494852	27.29224106	1.255099365	0	0.749974132	0	0
AGPS	1.942744968	3.853993208	2.174978088	1.287934293	1.528086319	3.607251028	0.337476506	0.445220505	0.027456642	2.571698643	1.220827324	1.832561073
AGR2	257.3217798	166.8247489	188.8964171	211.3388181	8.353509404	440.7903919	431.1262365	1.021072328	264.0144729	58.38424227	228.595164	169.2121927
AGR3	62.37733165	18.51124257	46.22471044	39.48806544	0	60.34399375	215.131992	0.073389574	26.93826045	5.286762095	51.06805871	18.72877416
AGRN	22.66350999	20.82588157	27.57116015	4.647300618	4.6282832	10.95534064	3.119645616	0.014959147	17.50218206	6.311724591	20.22717553	11.17989256
AGT	2.881412574	0	0	12.55287352	1.371771517	0	0	0.021301153	9.936350424	0	0	5.376247134
AGTPBP1	4.4974671	1.257107759	0.812547864	0.151221108	4.792355658	0	0	3.210695478	2.437181778	11.56443778	0.233347167	3.277170245
AGTR1	0	0	0	6.426333291	0	7.234006662	0	0	0	0	0	0
AGTRAP	33.54384442	4.880894037	26.04876101	50.68222684	57.97393459	78.33289482	30.81878956	22.79090274	29.10200257	0.885060619	5.100458633	16.15935614
AGXT	0	0	0	0	14.32175147	0	0	0	0	3.757353715	0	0
AGXT2	0	5.417705726	0	0	0.768656099	0	0	0	6.910206826	1.130052461	0	0
AHCTF1	3.896601296	1.531012829	2.698170113	4.112088072	5.729427398	0.554874893	1.069717167	1.006154017	0.849656359	2.896670303	3.660753084	0
AHCTF1P1	0	0.357892403	1.672334959	1.755677746	0.30523111	5.253756012	3.055599882	0	0.023817922	1.166725451	0	2.096306412
AHCY	18.91035786	46.03032415	37.45216499	27.00922339	23.80285438	13.06600245	42.81520336	42.86851843	30.59747587	44.23261767	31.45983052	26.00182611
AHCYL1	9.03225548	7.616470924	17.69739231	28.11422634	7.948704078	1.045722559	5.471525602	4.287012644	10.73253017	5.435921685	3.98515204	7.943319981
AHCYL2	0	1.658877138	0	0	3.37545892	0	0	1.629109517	2.906839224	0	0	0.609147706
AHCYP1	0	0	0	21.01605724	0	0	0	0	0	0	0	0
AHCYP3	0	5.129941375	0	0	0	47.93869044	0	2.15344993	0	0	0	0
AHCYP4	0	0	0	0	0	9.538927331	0.123225868	0	0	0	0	0
AHCYP5	0	0	0	0	0	0	0	0	0	0	14.75386904	0
AHCYP6	0	0	0	0	1.643327585	0	0	0	0	0	0	0
AHCYP7	0	0	0	0	0	0	0	0	0	0.087010568	0	13.51521911
AHDC1	3.027571815	8.473917048	0.028708219	4.327675866	1.342876799	11.86421672	11.19628107	7.13154479	2.519466226	5.047219457	5.771090235	0.421040236
AHI1	0	1.363107608	0.118514567	0	0	3.391162184	0	0.482071018	0.394973712	0	1.293328683	0.627667931
AHNAK	37.69942301	28.75317907	7.753019487	15.7968752	32.37532303	19.97814255	27.96076482	45.30631117	15.99526327	27.4804854	30.66220971	45.54853978
AHNAK2	0	0.311603053	0.775695534	3.137480924	0.710965976	1.445945642	0	0.516856199	1.413221852	0.210284643	1.78211144	1.727542496
AHR	1.688473021	0.592644232	0.303258419	0	5.00807687	6.056709809	0	2.264421372	0.943291896	1.849744107	6.200781682	1.53196699
AHRR	0	0	0	0	0	0	0	1.565410884	2.23057933	0	0	0
AHSA1	51.32125098	17.57466185	13.12586918	20.90248362	7.870901192	50.20581474	32.33446773	18.67502542	29.16307214	40.37899416	36.21811388	55.67914611
AHSA2	8.251255511	1.557371728	10.75008604	5.52332135	0	5.370079956	4.671472275	1.20719142	4.982054261	0.769055284	6.818367677	1.961381393
AHSG	20.90565876	0	0.120435813	0.224139868	0	0	0	0	3.344805464	3.52898932	0	9.714840975
AHSP	0	30.79109848	0	0	0	0	0	13.05348147	0	16.11999735	0	0
AICDA	0	0	0.067804415	0	0	9.271041489	0	0	3.314254485	0.0810936	0	0
AIDA	1.733832024	0.975032182	4.096460329	0	1.409906043	0	0	3.460735881	0	3.128038593	6.732741137	3.235048508
AIF1	20.84859499	16.78654766	14.10359111	9.576905781	18.11452029	0.585610063	2.873452029	16.42774661	8.327870173	19.10923637	4.962485127	14.33842186
AIF1L	0.035303794	12.57342579	0.053896311	19.2585566	14.90733606	0.082801764	25.29723649	28.49979174	1.975823691	57.82026742	0.061911684	3.293556803
AIFM1	12.00250406	13.6405858	6.440074831	50.79548222	3.929291588	47.46759415	14.13242621	4.610979887	15.67128669	4.630539732	5.900651995	19.92724047
AIFM2	0.038182411	12.12723712	3.089419487	8.678695701	0.023710084	8.910552626	10.94397369	0	11.78548895	2.962910625	31.13633824	1.092379896
AIFM3	124.297187	35.81837797	118.2377235	41.22291134	5.361368378	43.19591461	0.266236869	2.243382396	34.39715868	10.91368285	39.77895774	30.43947954
AIG1	0	0	0	2.192849187	2.062931211	0	0	0	0	0	0	1.460933209
AIM1L	5.725541665	0.5441023	9.607723966	5.713750446	0	0.0277453	5.733280266	0.661135816	0	0	0	0
AIM2	0	1.372728407	0	0	1.242867321	0	0	0	3.160338885	2.457298447	0	4.721741705
AIMP1	6.70558866	4.388525668	29.26590267	12.10355289	0.024493889	0	0	2.624388757	7.693052567	1.90853504	7.954942899	1.619140162
AIMP2	0.086596535	0	0.132202048	0	3.925483249	0	0	22.35488407	0	11.70034079	17.61609904	13.03372051
AIP	84.74141682	131.6780401	0.307292027	56.04551056	171.9894516	0	73.16558392	144.0560547	59.22785113	187.8022545	82.24713613	114.9234959
AIPL1	0	0	0	0	0	0	0	1.499635586	0	0	3.36713762	0
AIRE	0	3.757538002	0	10.58176115	0.402215436	0.126597739	0	0.502777636	0	0	11.64297821	0
AIRN	0	0	0	0	0	4.025701002	0	0.729868873	0.384920274	0.880609011	0	0
AJAP1	0	2.005437387	0	0	0	0	0	1.581780067	0	0	0	0
AJUBA	0	7.456037795	0	1.323592728	0	0	0	0.774878182	5.826773547	0.691103177	1.889236046	3.259554808
AK1	70.50960994	23.19609279	26.69672078	16.36838022	19.47022636	45.37912589	23.51356117	14.78947652	42.10832491	8.750245984	76.71223897	34.05516084
AK2	27.24781168	14.08973143	23.60012417	29.89618743	25.06747264	11.31134727	51.28156882	28.32057741	21.86618645	22.94810929	41.57610178	21.16817773
AK2P1	0.341383315	28.22094523	0	0.484968381	0.317982561	18.41570463	0.444765718	0.454268337	0	0.467487314	0	0.21232191
AK2P2	0	0	0	0	0	0	0	0	0	3.229104775	0	0
AK3	3.270130183	6.953483398	5.211284932	7.661065466	2.351277429	0	9.492550629	2.735568364	9.000047287	2.933016419	4.275927718	3.496783824
AK3P6	2.563420062	0	0	0	0	0	0	0	0	0	0	0
AK4P2	0	0	0	0	0	0	48.9622375	2.39313827	22.71779836	0	0	0
AK4P4	0	0	0	0	6.010746795	0	0	0	0	0	0	0
AK5	0	0.744651103	0	0	2.956230656	0	0	0.11187435	0	0	0	0
AK6	0	5.150704998	0.960839567	4.768514121	0	0	0	0	0	2.585603971	0	2.870563511
AK8	0	0.036624016	2.33883376	0	0	0	0	0	0	0	0	8.648740456
AK9	0	1.438722879	3.863179571	0	0.840497376	0	0	0	0	0.05372483	1.960846569	1.464034418
AKAP1	16.29677304	10.47113675	11.18024732	1.151389825	2.264819107	6.212015495	7.693295332	0	14.08925376	6.870729505	3.19804824	4.176704302
AKAP10	0	2.152834182	0	2.415489558	6.080935724	9.194494055	0	5.139691021	0.053401462	11.61336075	0.055219378	2.075862859
AKAP11	8.543891754	2.30146497	1.470494573	0.924079872	2.120642367	4.26890255	0	1.442637787	0	1.119173427	2.105995823	1.011418536
AKAP12	0	0.985518312	0	0	1.969186378	6.990807135	0	0	0	1.021115896	0	0
AKAP13	0	0	0	0	0	0	0	0.113689956	0.57442025	0	0	0.922322244
AKAP14	0	0	0	0	0.091626366	0	0	4.515945819	0	0	0	0
AKAP2	2.268154057	5.429841132	0.595145189	2.36625512	18.61798564	0	0	8.905153529	0.030052143	8.606181334	10.16158773	4.672840513
AKAP3	0	0	0	0	0	0	3.371194506	0	0	0.812826972	0	0
AKAP4	0	0	0	11.01405108	0	0.202046651	0	0	0	0	0	0
AKAP5	0	0	1.372582107	0	3.65867032	0	2.392561201	0.59394984	0	0	0	0.975594139
AKAP7	0	0	0	0	0	0	0	1.163127189	0	2.471171298	0	0
AKAP8	11.94345376	12.34344075	10.26631178	21.49465277	7.525258192	44.11314822	8.304929618	9.569851257	4.870822214	14.13299169	3.869611292	0
AKAP8L	44.0329414	35.80236135	126.5086645	77.54516411	19.65990126	131.8069148	72.33601077	14.91926711	130.5756563	38.63269207	104.2057673	85.74727533
AKAP9	0.895799458	2.123129585	4.403263655	0.307654461	0.605165764	0.011544035	0.949052282	0.423535735	2.370667356	0.377446128	1.415580248	2.889774298
AKIP1	3.443480515	5.033675502	7.301343831	0	0	0	0	3.790160404	0	3.492942215	3.69036267	2.77622354
AKIRIN1	25.99303327	4.894908543	5.003697172	11.64030857	15.51897208	0	18.20741305	29.47967098	17.06184531	13.2570782	13.49145526	11.83449304
AKIRIN2	0.064230246	14.41200519	0	12.5918576	4.068267567	0.075323033	0	2.136730598	0	22.9272846	3.6044649	8.788500606
AKNA	33.07686365	15.43230028	22.28620138	28.82814346	51.17712723	6.8162094	46.24524863	51.65187399	10.68372613	46.40703388	30.90333386	19.64214797
AKNAD1	0	0.856162596	0	0.920854098	2.33965817	5.796258663	0	0	0	0	2.770866198	0
AKR1A1	33.77210062	36.02662716	80.69420556	58.9107667	39.89446776	84.45924071	0	69.11625665	17.44913034	74.64085905	79.61019652	47.38205315
AKR1B1	46.51274819	46.46462322	43.79075302	23.07014593	25.86861258	0.103502205	21.04270126	36.01622033	26.79336672	58.17479525	9.905869399	19.65155559
AKR1B10	23.94774006	19.28254435	11.75132076	0	6.421481159	0	0.303895373	0.068975163	9.889810141	0	25.63438524	4.255484504
AKR1B15	8.053035271	0	0	0	0	0	12.06140084	1.32191235	0	0	0	0
AKR1B1P1	14.41482425	0	0	0	0	0	0	1.52894945	0	0	0	0
AKR1B1P2	0	0	0	0	3.265645437	0	0	0	0	0	0	0
AKR1B1P3	0	0	0	0	1.772100142	0	0	0	0	0	0	0
AKR1B1P5	0	0	0	0	0	0	0	3.062497244	0	0	0	0
AKR1B1P7	4.445116472	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	5.759203357	21.14228213	0	36.81680192	0	0	0	0	0	0.08215211	10.8888689	0
AKR1C2	1.789469609	1.454479219	2.731882362	0	0	17.31276739	0	0	2.509587319	0	0	2.140294354
AKR1C3	37.91725509	24.44976211	69.95864513	161.8835549	17.12394976	63.84513241	0.132085244	9.48848041	69.80783895	18.8812932	81.42954437	55.8665088
AKR1C4	0	0	8.423333334	0	0	0	0	0	0	0	0.182566752	0
AKR1C6P	0	0	0	0	2.647654365	1.562535082	0	0	3.916846209	0	0	0
AKR1C7P	0	0	0	0	0.064694027	1.954801352	0.015081375	0	0.785280447	0	0	0
AKR1CL1	0	0	7.813977137	0	0	0.466850919	0	0	0	0	0	0
AKR1D1	0	1.195375443	0	0	1.137384117	0	0	0	0	0	0	0
AKR1D1P1	0	0	0.48111697	0	0	0	1.661887627	0.928574693	0.839886355	0	0	0.018667073
AKR1E2	0.537914923	0	0	12.93195112	3.622923015	0	0	5.120629635	0.070175112	3.513091565	4.716662869	4.838164291
AKR7A2	34.63606807	21.17472224	29.87438174	22.34706152	44.98714636	19.00314717	0.185191682	31.5667639	10.28570464	31.05788892	10.46966996	17.91708315
AKR7A2P1	0	0	0	0	0	0	11.23402958	0	0	0	0	0
AKR7A3	7.199584294	30.57860376	45.49135319	43.18367925	2.173265179	129.3417269	279.0508859	1.020120987	39.51333782	0.63901234	36.47451266	4.850896957
AKR7L	0	0	5.239634492	8.380060806	0	0.251554193	2.026144262	0	8.912967009	0	0	1.33412298
AKT1	28.02364119	49.67400183	41.70463759	33.38169275	81.67247499	45.08374615	37.37557244	67.32492834	27.67108658	79.44166719	86.71291599	43.89572583
AKT1S1	21.29913798	28.05306819	33.21296867	7.924585495	18.79995547	34.43336914	20.48157948	11.58427577	43.34671048	5.509294378	19.20957367	12.42686215
AKT2	14.79748521	12.26806406	24.52068618	35.9224315	23.01555776	2.718280371	18.33303312	24.23932992	24.38103172	15.39003521	33.54626176	16.51339667
AKT3	1.09986615	1.714486216	0.239871949	2.976128414	0.325229772	4.995481228	7.528635917	1.14606678	0.562555998	3.522312152	1.745120343	1.107521028
AKTIP	6.869225331	2.36041947	4.945022955	0	4.924484201	41.12922378	0	2.501917282	0	7.086858022	3.427850987	5.071168363
AL022344.4	0	0	0	18.53630637	0	0	0	0	0	0	8.138618003	0
AL109763.2	0	0	0	0	0	0	0	0	3.179080964	0	0	0
AL592528.1	0	0	0	0	1.31079872	7.507517743	0	2.578663211	0	0	0	3.787927088
ALAD	9.525488526	19.38702532	2.566239933	16.66279531	18.6033518	0.087612342	18.44485742	18.65668119	11.91016558	20.5977744	3.537464386	6.644550909
ALAS1	19.58561463	22.99435549	7.880687002	15.96064169	17.44170657	23.62095925	0.131869771	18.72152459	40.68341996	23.84032779	21.12294342	22.03316072
ALAS2	16.9134836	33.27110241	0	13.0901187	29.13664729	0.142182805	36.96270371	117.9360051	0.102811509	63.36809197	12.65106431	20.88772544
ALB	18.83206795	2.505786804	0.168620859	0	17.11251855	0	13.59860793	42.91673329	40.27401812	128.9675514	169.0982494	25.55460023
ALCAM	6.318372446	2.733330115	2.970938119	7.826955071	0.784702382	4.11972505	0	0.26904528	1.07156395	0	6.338003722	0.03143748
ALDH16A1	20.93517239	33.52406293	47.57486059	20.09183718	35.82467016	1.59298758	40.54821372	61.65220377	36.79238627	50.15153537	27.18492998	55.26275855
ALDH18A1	11.73370645	11.82368049	13.40774987	23.23540486	5.100385608	44.36608686	21.30924808	6.6397587	22.67367911	9.900506175	44.02275509	17.69146462
ALDH1A1	0	6.15348397	16.63346188	5.506612273	1.561322561	0	16.92475306	3.81043375	0	4.877733827	4.6849295	1.889566414
ALDH1A2	2.515395301	0	0	0	0	4.405053859	0	0	0.511917956	0	3.293701575	0
ALDH1A3	0	0	2.438515176	0	1.058001472	0.374632982	0	2.676536222	7.22386132	1.555438341	0	0
ALDH1B1	12.16675677	3.843946951	19.49993125	8.383634181	8.182682181	10.71284911	0.052662	0	2.94774328	4.797201529	11.55439402	12.06707717
ALDH1L1	6.225393052	9.028616082	5.587174477	6.110247714	1.148017915	15.13202871	0.049155469	0	10.62193874	0.034444439	8.800061596	12.48380531
ALDH1L1-AS1	0	0.176499262	0	12.90881512	2.116002945	2.331049668	0	0	10.5949966	0	0	0
ALDH1L1-AS2	0	0	0	3.034182555	0	0	0	0.85263274	0	0	0	0
ALDH1L2	1.399110089	0.695695989	0	0	2.340659269	4.690589795	0	0	0.781634762	0.030053789	3.868022571	0
ALDH2	55.420101	38.41532136	21.79543286	8.72872459	49.26460594	16.81297862	27.54708295	32.89171059	16.55035723	30.68668428	13.62763316	25.70136111
ALDH3A1	0	0	11.16731572	23.15841432	10.22029422	9.190995833	0	0	0	1.144802619	1.191180795	7.409185383
ALDH3A2	4.479417005	14.28411342	15.11401728	22.41041044	16.46774818	0.03806542	15.43562742	16.787649	0.330298446	12.71264679	1.878484372	23.78155349
ALDH3B1	8.807987928	19.4713245	16.75864345	5.54746174	24.78781538	28.08716908	61.22067929	26.03918525	0.220757161	32.28305026	16.66387604	22.61399094
ALDH3B2	2.247719273	4.453176279	2.93104412	0	2.413507636	2.580993484	4.331598508	1.100843604	0	0	0	4.951106585
ALDH4A1	4.181668097	0	5.655926395	0	0	0	0	0	2.488384981	10.71595712	0	3.376439294
ALDH5A1	2.760285495	5.117147165	0.109929711	1.227523449	6.73696592	0.028147795	2.532970877	17.79022884	4.884839299	4.185292457	0	3.761917143
ALDH6A1	2.277167485	0.397578234	0	0	1.143950458	6.271038566	0	0.034046709	4.252496012	2.546054794	0	2.291500634
ALDH7A1	3.595071998	3.765877785	0.80598789	6.214296012	0.031222761	4.953008289	0	0.713674946	4.263678278	2.662354146	14.41685552	2.908285389
ALDH7A1P1	0	4.088623428	0	0	0	0	0	0	0	0	0	0
