smallRNAName	NC2	NC3	NC4	NC5	Pcos1	Pcos2	Pcos3	Pcos4	Pcos5
tsrna-10722	0	1.291517443	0	0	0	0	3.984222479	0	3.285205079
tsrna-08894	7.588306203	5.16606977	171.7895182	7.532200156	11.95979118	7.533268798	7.968444958	11.32964742	19.71123047
tsrna-21771	0	0	0	1.255366693	0	0	0	0	0
tsrna-14030	4.336174973	14.20669187	8.809718882	21.34123377	11.95979118	18.833172	11.95266744	11.32964742	22.99643555
tsrna-24858	1.084043743	9.040622098	4.404859441	2.510733385	23.91958236	37.66634399	3.984222479	16.99447113	13.14082032
tsrna-12220	0	0	4.404859441	2.510733385	0	0	3.984222479	0	0
tsrna-20799	11.92448118	18.0812442	30.83401609	13.80903362	5.979895591	22.59980639	29.88166859	56.64823711	3.285205079
tsrna-17846	0	0	0	0	0	0	0	56.64823711	0
tsrna-13297	1412.508998	1837.829321	902.9961854	1122.297823	1154.119849	934.125331	507.9883661	674.1140216	844.2977053
tsrna-22050	3.25213123	2.583034885	0	5.02146677	11.95979118	15.0665376	3.984222479	0	0
tsrna-09468	0	0	0	0	0	3.766634399	0	0	0
tsrna-13074	0	0	0	0	0	0	1.992111239	0	0
tsrna-10291	0	0	0	2.510733385	0	0	5.976333718	5.664823711	0
tsrna-21772	1.084043743	3.874552328	0	2.510733385	5.979895591	7.533268798	1.992111239	5.664823711	0
tsrna-22564	0	0	0	0	0	0	0	5.664823711	0
tsrna-13509	11990.60785	7043.936132	8554.237034	6569.333902	14979.63846	7450.402842	5249.213116	15476.29838	10568.50474
tsrna-04727	0	0	0	1.255366693	0	0	0	0	0
tsrna-20752	2.168087487	1.291517443	0	10.04293354	11.95979118	7.533268798	5.976333718	11.32964742	6.570410158
tsrna-02197	0	2.583034885	0	1.255366693	0	0	0	0	0
tsrna-00816	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-06209	23.84896235	38.74552328	4.404859441	20.08586708	47.83916473	64.03278479	39.84222479	101.9668268	42.70766603
tsrna-23773	5.420218717	14.20669187	35.23887553	1.255366693	5.979895591	41.43297839	1.992111239	22.65929484	22.99643555
tsrna-09439	2.168087487	10.33213954	8.809718882	20.08586708	0	7.533268798	11.95266744	22.65929484	6.570410158
tsrna-18786	1.084043743	6.457587213	4.404859441	6.276833463	5.979895591	11.2999032	3.984222479	90.63717937	0
tsrna-14928	5.420218717	7.749104656	8.809718882	7.532200156	5.979895591	18.833172	21.91322363	33.98894226	6.570410158
tsrna-17608	7.588306203	30.99641862	70.47775105	30.12880062	5.979895591	33.89970959	3.984222479	50.9834134	49.27807618
tsrna-18942	10.84043743	9.040622098	8.809718882	3.766100078	23.91958236	3.766634399	9.960556197	16.99447113	13.14082032
tsrna-02390	10.84043743	46.49462793	13.21457832	30.12880062	29.89947796	11.2999032	109.5661182	33.98894226	52.56328126
tsrna-03922	0	1.291517443	0	0	0	0	0	0	0
tsrna-10183	0	0	8.809718882	0	0	0	0	0	0
tsrna-23595	1.084043743	0	8.809718882	3.766100078	0	11.2999032	0	16.99447113	6.570410158
tsrna-20651	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-16251	0	0	0	1.255366693	0	0	0	0	0
tsrna-10237	0	2.583034885	0	0	11.95979118	0	0	33.98894226	0
tsrna-16333	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-24791	7.588306203	7.749104656	22.0242972	8.787566848	29.89947796	11.2999032	5.976333718	22.65929484	9.855615237
tsrna-25162	0	7.749104656	4.404859441	0	0	0	3.984222479	5.664823711	3.285205079
tsrna-00350	7.588306203	2.583034885	4.404859441	2.510733385	17.93968677	3.766634399	1.992111239	5.664823711	0
tsrna-15591	0	0	0	1.255366693	0	0	0	5.664823711	0
tsrna-26552	0	0	0	0	5.979895591	0	0	0	0
tsrna-01936	0	1.291517443	0	1.255366693	0	0	1.992111239	0	0
tsrna-06560	0	0	0	0	5.979895591	0	0	11.32964742	6.570410158
tsrna-08998	0	0	4.404859441	0	0	0	0	0	0
tsrna-04228	1.084043743	1.291517443	0	1.255366693	0	3.766634399	0	0	0
tsrna-15242	88.89158695	165.3142327	753.2309644	158.1762033	149.4973898	256.1311391	258.9744611	464.5155443	236.5347657
tsrna-21751	0	0	0	0	0	0	1.992111239	0	0
tsrna-15183	4.336174973	0	22.0242972	3.766100078	0	22.59980639	9.960556197	56.64823711	6.570410158
tsrna-25160	0	0	0	1.255366693	0	0	0	0	0
tsrna-19570	0	0	0	0	0	0	0	5.664823711	0
tsrna-03427	6.50426246	14.20669187	30.83401609	20.08586708	0	7.533268798	15.93688992	11.32964742	3.285205079
tsrna-04514	0	1.291517443	0	6.276833463	0	11.2999032	0	5.664823711	0
tsrna-06589	2.168087487	0	4.404859441	2.510733385	5.979895591	0	0	5.664823711	0
tsrna-12526	0	0	4.404859441	0	0	0	0	0	0
tsrna-04947	0	0	13.21457832	3.766100078	0	3.766634399	1.992111239	0	0
tsrna-12301	6.50426246	3.874552328	4.404859441	2.510733385	5.979895591	11.2999032	0	28.32411855	13.14082032
tsrna-08008	0	1.291517443	0	0	0	0	0	5.664823711	0
tsrna-16718	1.084043743	0	0	0	0	0	0	0	0
tsrna-23805	0	0	0	1.255366693	0	0	1.992111239	0	0
tsrna-21656	0	0	0	0	0	0	1.992111239	0	0
tsrna-15999	3.25213123	15.49820931	26.42915665	1.255366693	0	11.2999032	13.94477868	28.32411855	13.14082032
tsrna-14646	0	0	0	0	0	3.766634399	0	0	0
tsrna-10103	0	0	0	0	5.979895591	0	0	0	0
tsrna-00667	0	0	0	0	0	0	0	5.664823711	0
tsrna-20475	2.168087487	0	0	2.510733385	0	0	0	0	0
tsrna-15073	0	0	0	2.510733385	0	0	0	11.32964742	0
tsrna-01420	0	1.291517443	0	0	0	0	0	0	0
tsrna-14182	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-00144	0	2.583034885	39.64373497	2.510733385	0	7.533268798	3.984222479	50.9834134	6.570410158
tsrna-13048	1.084043743	5.16606977	8.809718882	6.276833463	17.93968677	3.766634399	3.984222479	0	3.285205079
tsrna-01280	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-22098	1.084043743	1.291517443	13.21457832	2.510733385	11.95979118	0	5.976333718	16.99447113	9.855615237
tsrna-13244	0	0	0	1.255366693	0	0	0	0	0
tsrna-22819	3.25213123	3.874552328	13.21457832	6.276833463	5.979895591	3.766634399	9.960556197	73.64270824	29.56684571
tsrna-00779	6.50426246	6.457587213	22.0242972	5.02146677	47.83916473	56.49951599	9.960556197	16.99447113	29.56684571
tsrna-04397	0	1.291517443	0	0	0	0	0	0	0
tsrna-21589	0	0	4.404859441	0	0	0	0	0	0
tsrna-26488	0	0	0	0	0	3.766634399	0	0	0
tsrna-05163	0	0	4.404859441	0	0	0	7.968444958	11.32964742	3.285205079
tsrna-10163	1.084043743	0	4.404859441	0	0	0	0	39.65376597	3.285205079
tsrna-12389	35.77344353	32.28793606	26.42915665	65.27906802	65.7788515	52.73288159	65.7396709	56.64823711	88.70053713
tsrna-16410	4.336174973	15.49820931	22.0242972	26.36270054	5.979895591	15.0665376	27.88955735	5.664823711	22.99643555
tsrna-05876	0	0	0	0	0	0	1.992111239	0	0
tsrna-10038	0	0	0	0	0	0	1.992111239	0	0
tsrna-17596	5.420218717	10.33213954	8.809718882	6.276833463	17.93968677	7.533268798	5.976333718	5.664823711	9.855615237
tsrna-23998	3.25213123	16.78972675	17.61943776	15.06440031	5.979895591	11.2999032	11.95266744	45.31858969	6.570410158
tsrna-03239	30.35322481	95.57229075	83.69232938	207.1355043	77.73864268	90.39922558	147.4162317	84.97235566	65.70410158
tsrna-03936	2.168087487	9.040622098	17.61943776	2.510733385	41.85926914	30.13307519	5.976333718	16.99447113	22.99643555
tsrna-06181	3.25213123	5.16606977	17.61943776	3.766100078	0	3.766634399	5.976333718	16.99447113	0
tsrna-02306	0	0	0	0	0	0	1.992111239	0	0
tsrna-03259	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-21056	2.168087487	2.583034885	101.3117671	1.255366693	11.95979118	22.59980639	0	317.2301278	26.28164063
tsrna-12886	2.168087487	3.874552328	96.9069077	0	0	3.766634399	3.984222479	5.664823711	0
tsrna-19999	1.084043743	0	0	0	0	0	0	0	3.285205079
tsrna-12760	1.084043743	3.874552328	8.809718882	2.510733385	0	7.533268798	1.992111239	45.31858969	3.285205079
tsrna-13049	4.336174973	3.874552328	8.809718882	7.532200156	11.95979118	11.2999032	7.968444958	5.664823711	0
tsrna-13445	0	5.16606977	8.809718882	6.276833463	0	0	3.984222479	0	0
tsrna-24847	1.084043743	6.457587213	0	1.255366693	5.979895591	7.533268798	3.984222479	5.664823711	3.285205079
tsrna-17795	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-02247	1.084043743	0	0	0	5.979895591	3.766634399	1.992111239	0	0
tsrna-01552	0	1.291517443	0	0	0	0	0	0	0
tsrna-01118	1.084043743	1.291517443	4.404859441	0	5.979895591	7.533268798	0	5.664823711	0
tsrna-20276	0	2.583034885	4.404859441	2.510733385	0	0	0	5.664823711	0
tsrna-01253	0	1.291517443	0	0	0	0	0	0	0
tsrna-02418	0	2.583034885	4.404859441	3.766100078	5.979895591	7.533268798	1.992111239	11.32964742	3.285205079
tsrna-04428	0	2.583034885	4.404859441	0	0	3.766634399	0	11.32964742	3.285205079
tsrna-07782	0	1.291517443	0	6.276833463	0	7.533268798	0	5.664823711	6.570410158
tsrna-06986	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-11573	0	1.291517443	17.61943776	0	0	0	0	0	0
tsrna-22140	0	5.16606977	4.404859441	3.766100078	0	3.766634399	1.992111239	16.99447113	0
tsrna-15787	0	0	0	0	0	0	0	0	3.285205079
tsrna-07074	0	0	0	0	0	0	0	5.664823711	0
tsrna-16150	2.168087487	1.291517443	4.404859441	3.766100078	5.979895591	7.533268798	5.976333718	0	0
tsrna-14465	0	1.291517443	44.04859441	0	0	0	1.992111239	5.664823711	0
tsrna-24442	0	0	0	0	5.979895591	0	0	0	0
tsrna-22936	1.084043743	0	4.404859441	1.255366693	0	0	3.984222479	0	0
tsrna-04383	0	1.291517443	0	0	0	0	0	0	0
tsrna-19804	75.88306203	102.029878	198.2186748	119.2598358	167.4370765	263.6644079	121.5187856	589.1416659	315.3796876
tsrna-10263	0	0	0	0	5.979895591	0	0	0	0
tsrna-14325	1.084043743	0	0	1.255366693	0	0	1.992111239	11.32964742	0
tsrna-03451	9.75639369	21.95579652	17.61943776	3.766100078	17.93968677	11.2999032	9.960556197	16.99447113	16.42602539
tsrna-10282	156.102299	192.4360989	189.408956	177.0067037	316.9344663	244.8312359	145.4241205	328.5597752	174.1158692
tsrna-22002	1.084043743	1.291517443	8.809718882	0	0	0	1.992111239	5.664823711	3.285205079
tsrna-12422	0	0	0	0	0	0	3.984222479	0	0
tsrna-06708	0	0	0	1.255366693	0	0	0	0	0
tsrna-08533	0	0	0	1.255366693	0	0	0	0	0
tsrna-26565	0	1.291517443	0	0	0	0	0	130.2909453	0
tsrna-20101	1.084043743	5.16606977	17.61943776	23.85196716	11.95979118	7.533268798	3.984222479	22.65929484	9.855615237
tsrna-26333	4.336174973	10.33213954	4.404859441	10.04293354	5.979895591	11.2999032	5.976333718	0	0
tsrna-16438	2.168087487	5.16606977	13.21457832	5.02146677	5.979895591	11.2999032	9.960556197	84.97235566	6.570410158
tsrna-03704	0	1.291517443	0	0	0	0	0	0	0
tsrna-24317	1.084043743	0	0	0	0	0	0	0	0
tsrna-03247	1.084043743	2.583034885	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-23557	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-14948	0	1.291517443	0	0	5.979895591	3.766634399	5.976333718	0	0
tsrna-22588	0	0	0	1.255366693	0	0	0	0	0
tsrna-03535	1.084043743	5.16606977	88.09718882	6.276833463	11.95979118	18.833172	7.968444958	101.9668268	9.855615237
tsrna-15325	1.084043743	1.291517443	4.404859441	5.02146677	0	3.766634399	3.984222479	16.99447113	3.285205079
tsrna-03233	4.336174973	9.040622098	8.809718882	21.34123377	23.91958236	18.833172	13.94477868	16.99447113	29.56684571
tsrna-20431	2.168087487	0	0	2.510733385	5.979895591	3.766634399	1.992111239	0	3.285205079
tsrna-15792	0	3.874552328	4.404859441	6.276833463	0	0	1.992111239	5.664823711	0
tsrna-11383	0	0	0	0	0	0	1.992111239	0	3.285205079
tsrna-15443	0	0	4.404859441	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-00182	2.168087487	3.874552328	8.809718882	2.510733385	11.95979118	7.533268798	0	5.664823711	0
tsrna-01510	0	0	0	0	0	3.766634399	0	5.664823711	0
tsrna-13591	4.336174973	1.291517443	8.809718882	5.02146677	5.979895591	3.766634399	3.984222479	0	6.570410158
tsrna-15679	6.50426246	2.583034885	13.21457832	5.02146677	5.979895591	11.2999032	7.968444958	16.99447113	6.570410158
tsrna-11812	0	0	4.404859441	0	0	0	0	0	0
tsrna-01900	6.50426246	6.457587213	13.21457832	11.29830023	17.93968677	33.89970959	17.92900116	11.32964742	29.56684571
tsrna-21017	1.084043743	0	8.809718882	2.510733385	0	0	9.960556197	0	3.285205079
tsrna-06289	32.5213123	104.6129128	132.1457832	74.06663486	47.83916473	86.63259118	71.71600462	226.5929484	200.3975098
tsrna-02080	18.42874364	45.20311049	145.3603616	64.02370132	53.81906032	75.33268798	47.81066975	147.2854165	124.837793
tsrna-13382	0	0	0	0	0	0	1.992111239	0	0
tsrna-17606	0	1.291517443	4.404859441	5.02146677	0	0	5.976333718	0	9.855615237
tsrna-21587	0	1.291517443	0	3.766100078	0	0	0	0	3.285205079
tsrna-15466	0	2.583034885	0	1.255366693	0	3.766634399	0	5.664823711	0
tsrna-13691	0	0	4.404859441	0	0	0	0	5.664823711	0
tsrna-01289	5.420218717	5.16606977	4.404859441	6.276833463	5.979895591	7.533268798	0	124.6261216	3.285205079
tsrna-24041	0	18.0812442	57.26317273	6.276833463	0	7.533268798	13.94477868	11.32964742	6.570410158
tsrna-21906	2.168087487	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-19628	1.084043743	0	0	6.276833463	0	3.766634399	1.992111239	11.32964742	0
tsrna-00397	0	0	0	0	0	0	0	0	3.285205079
tsrna-15260	0	0	8.809718882	0	0	0	0	0	0
tsrna-02820	0	0	4.404859441	0	0	0	1.992111239	5.664823711	6.570410158
tsrna-07187	4.336174973	7.749104656	8.809718882	11.29830023	23.91958236	30.13307519	17.92900116	11.32964742	13.14082032
tsrna-20810	8.672349947	12.91517443	30.83401609	23.85196716	0	15.0665376	45.81855851	33.98894226	16.42602539
tsrna-10675	0	0	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-10612	0	0	0	0	0	0	0	11.32964742	0
tsrna-09055	0	0	0	0	0	3.766634399	3.984222479	0	0
tsrna-11269	0	0	0	1.255366693	0	0	0	0	3.285205079
tsrna-06208	14.09256866	20.66427908	22.0242972	13.80903362	17.93968677	33.89970959	9.960556197	22.65929484	36.13725587
tsrna-12028	0	0	0	0	0	3.766634399	0	0	0
tsrna-10863	0	2.583034885	0	2.510733385	5.979895591	0	0	0	0
tsrna-06877	0	0	0	1.255366693	0	0	0	0	0
tsrna-26557	1.084043743	0	8.809718882	0	0	0	0	0	0
tsrna-22753	11.92448118	9.040622098	22.0242972	18.83050039	11.95979118	18.833172	9.960556197	84.97235566	36.13725587
tsrna-03362	287.271592	371.9570235	352.3887553	306.309473	340.8540487	395.4966119	366.5484681	385.2080123	410.6506349
tsrna-18716	0	1.291517443	4.404859441	1.255366693	0	22.59980639	1.992111239	0	3.285205079
tsrna-21060	0	0	4.404859441	1.255366693	0	7.533268798	1.992111239	0	0
tsrna-11883	0	0	0	0	0	0	1.992111239	0	0
tsrna-07547	1.084043743	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-07708	0	1.291517443	0	1.255366693	0	0	0	16.99447113	0
tsrna-21512	0	1.291517443	4.404859441	0	0	0	1.992111239	0	0
tsrna-17555	0	0	0	0	0	0	1.992111239	0	0
tsrna-03361	271.0109358	321.5878432	308.3401609	307.5648397	269.0953016	376.6634399	332.682577	288.9060092	302.2388673
tsrna-17295	0	0	4.404859441	0	0	0	0	0	6.570410158
tsrna-13872	0	0	0	0	0	0	0	0	6.570410158
tsrna-16473	2.168087487	2.583034885	8.809718882	6.276833463	0	0	1.992111239	16.99447113	3.285205079
tsrna-22960	1.084043743	1.291517443	8.809718882	2.510733385	0	3.766634399	1.992111239	0	0
tsrna-06258	1.084043743	1.291517443	0	0	5.979895591	0	0	0	0
tsrna-18850	1.084043743	1.291517443	0	0	11.95979118	0	1.992111239	0	0
tsrna-02730	1.084043743	6.457587213	8.809718882	2.510733385	5.979895591	11.2999032	0	28.32411855	6.570410158
tsrna-02930	3.25213123	5.16606977	8.809718882	3.766100078	5.979895591	15.0665376	3.984222479	11.32964742	6.570410158
tsrna-08217	0	2.583034885	8.809718882	0	0	0	0	5.664823711	3.285205079
tsrna-02407	0	0	0	0	0	0	0	5.664823711	0
tsrna-03807	2.168087487	3.874552328	17.61943776	3.766100078	0	15.0665376	9.960556197	16.99447113	6.570410158
tsrna-04776	0	1.291517443	0	0	0	0	0	0	0
tsrna-06202	0	0	4.404859441	1.255366693	0	0	1.992111239	11.32964742	3.285205079
tsrna-16185	1.084043743	0	0	0	0	0	0	0	0
tsrna-14491	0	0	17.61943776	1.255366693	0	0	3.984222479	28.32411855	3.285205079
tsrna-14685	1.084043743	0	8.809718882	3.766100078	0	3.766634399	1.992111239	5.664823711	0
tsrna-20618	1.084043743	2.583034885	4.404859441	0	5.979895591	0	0	0	0
tsrna-08922	0	3.874552328	0	1.255366693	5.979895591	0	0	0	3.285205079
tsrna-22943	10.84043743	24.53883141	74.8826105	25.10733385	41.85926914	33.89970959	23.90533487	215.263301	78.84492189
tsrna-22721	0	0	4.404859441	0	5.979895591	0	0	0	0
tsrna-15800	0	5.16606977	0	7.532200156	11.95979118	11.2999032	9.960556197	0	9.855615237
tsrna-18473	0	11.62365698	4.404859441	5.02146677	0	7.533268798	11.95266744	11.32964742	3.285205079
tsrna-02778	0	0	0	0	0	0	0	5.664823711	0
tsrna-02698	0	1.291517443	22.0242972	3.766100078	17.93968677	3.766634399	0	28.32411855	3.285205079
tsrna-12399	5163.300349	3015.693228	3092.211328	3447.236938	2332.15928	2621.577542	3892.585362	1699.447113	2766.142676
tsrna-18340	4.336174973	3.874552328	13.21457832	3.766100078	29.89947796	7.533268798	7.968444958	16.99447113	6.570410158
tsrna-03705	0	0	4.404859441	0	0	0	0	0	0
tsrna-17327	0	0	0	0	0	0	0	5.664823711	0
tsrna-11563	2.168087487	9.040622098	8.809718882	8.787566848	11.95979118	26.36644079	17.92900116	28.32411855	13.14082032
tsrna-00115	5.420218717	7.749104656	8.809718882	10.04293354	23.91958236	18.833172	7.968444958	5.664823711	9.855615237
tsrna-24444	16.26065615	7.749104656	48.45345385	7.532200156	17.93968677	64.03278479	9.960556197	84.97235566	16.42602539
tsrna-12958	31.43726856	134.317814	123.3360643	51.4700344	23.91958236	45.19961279	83.66867206	33.98894226	88.70053713
tsrna-23894	18.42874364	6.457587213	22.0242972	13.80903362	5.979895591	11.2999032	11.95266744	11.32964742	19.71123047
tsrna-01382	0	0	0	0	0	0	0	5.664823711	0
tsrna-14834	2.168087487	0	0	1.255366693	0	7.533268798	15.93688992	11.32964742	6.570410158
tsrna-20452	1.084043743	1.291517443	0	2.510733385	0	18.833172	5.976333718	5.664823711	9.855615237
tsrna-22158	14.09256866	10.33213954	17.61943776	12.55366693	17.93968677	18.833172	3.984222479	16.99447113	32.85205079
tsrna-05281	15.17661241	24.53883141	39.64373497	50.2146677	11.95979118	41.43297839	7.968444958	11.32964742	39.42246095
tsrna-03643	7.588306203	24.53883141	35.23887553	12.55366693	0	26.36644079	11.95266744	28.32411855	0
tsrna-09586	44.44579348	86.53166865	145.3603616	94.15250195	107.6381206	124.2989352	63.74755966	334.2245989	206.96792
tsrna-00387	1.084043743	0	4.404859441	0	0	0	0	0	3.285205079
tsrna-24334	1.084043743	0	0	0	0	0	0	5.664823711	3.285205079
tsrna-08451	0	0	0	1.255366693	0	0	0	5.664823711	0
tsrna-11638	2.168087487	5.16606977	8.809718882	11.29830023	11.95979118	11.2999032	15.93688992	16.99447113	16.42602539
tsrna-06061	2.168087487	0	13.21457832	2.510733385	5.979895591	7.533268798	1.992111239	33.98894226	0
tsrna-14689	1.084043743	2.583034885	4.404859441	8.787566848	5.979895591	3.766634399	9.960556197	0	6.570410158
tsrna-18871	8.672349947	15.49820931	26.42915665	11.29830023	71.75874709	116.7656664	15.93688992	28.32411855	22.99643555
tsrna-07132	1.084043743	1.291517443	0	0	0	0	0	0	0
tsrna-19701	1.084043743	2.583034885	0	2.510733385	0	0	1.992111239	0	3.285205079
tsrna-12051	1.084043743	10.33213954	13.21457832	6.276833463	0	3.766634399	1.992111239	5.664823711	9.855615237
tsrna-03492	1.084043743	1.291517443	13.21457832	1.255366693	5.979895591	3.766634399	1.992111239	22.65929484	6.570410158
tsrna-23218	0	0	0	0	0	0	1.992111239	0	0
tsrna-14268	0	6.457587213	0	3.766100078	0	7.533268798	3.984222479	16.99447113	0
tsrna-15255	0	0	4.404859441	0	0	0	0	0	0
tsrna-13396	1.084043743	0	0	0	0	0	3.984222479	5.664823711	0
tsrna-20729	0	0	0	0	0	0	0	5.664823711	6.570410158
tsrna-06820	0	0	0	1.255366693	0	0	0	0	0
tsrna-01534	0	0	0	0	0	0	0	11.32964742	0
tsrna-22375	0	0	0	0	0	0	0	33.98894226	3.285205079
tsrna-14116	0	1.291517443	0	3.766100078	0	11.2999032	3.984222479	11.32964742	0
tsrna-20748	0	1.291517443	0	3.766100078	5.979895591	11.2999032	7.968444958	0	0
tsrna-24790	3.25213123	9.040622098	13.21457832	6.276833463	0	18.833172	9.960556197	16.99447113	16.42602539
tsrna-15384	1.084043743	0	35.23887553	5.02146677	5.979895591	11.2999032	3.984222479	79.30753195	13.14082032
tsrna-02905	3.25213123	6.457587213	8.809718882	3.766100078	29.89947796	15.0665376	3.984222479	0	6.570410158
tsrna-08447	0	0	4.404859441	0	0	3.766634399	1.992111239	0	3.285205079
tsrna-09958	0	0	0	0	0	3.766634399	0	0	3.285205079
tsrna-02923	1.084043743	6.457587213	0	2.510733385	11.95979118	11.2999032	3.984222479	16.99447113	0
tsrna-26070	0	0	0	0	0	0	0	5.664823711	0
tsrna-01869	0	0	4.404859441	0	0	0	0	0	0
tsrna-01539	0	0	0	0	0	0	0	11.32964742	0
tsrna-19928	0	0	0	0	0	0	0	5.664823711	0
tsrna-11561	7.588306203	9.040622098	17.61943776	8.787566848	11.95979118	11.2999032	11.95266744	28.32411855	9.855615237
tsrna-08215	0	0	8.809718882	0	0	3.766634399	1.992111239	0	3.285205079
tsrna-13929	0	1.291517443	13.21457832	1.255366693	0	0	0	0	3.285205079
tsrna-02622	0	1.291517443	0	0	0	0	0	0	0
tsrna-14505	0	0	0	0	0	0	0	5.664823711	0
tsrna-00109	3.25213123	2.583034885	8.809718882	5.02146677	5.979895591	18.833172	7.968444958	5.664823711	13.14082032
tsrna-04709	14.09256866	45.20311049	44.04859441	28.87343393	35.87937355	60.26615039	35.85800231	50.9834134	55.84848634
tsrna-18383	4.336174973	10.33213954	114.5263455	7.532200156	0	7.533268798	11.95266744	16.99447113	26.28164063
tsrna-10556	0	1.291517443	0	1.255366693	5.979895591	0	0	0	0
tsrna-14493	1.084043743	2.583034885	17.61943776	1.255366693	0	3.766634399	5.976333718	11.32964742	6.570410158
tsrna-13460	1.084043743	0	0	0	0	0	0	0	0
tsrna-15194	0	2.583034885	0	0	0	0	7.968444958	5.664823711	3.285205079
tsrna-00184	5.420218717	9.040622098	17.61943776	5.02146677	0	22.59980639	15.93688992	5.664823711	13.14082032
tsrna-05104	2.168087487	20.66427908	158.5749399	11.29830023	17.93968677	22.59980639	3.984222479	22.65929484	16.42602539
tsrna-22266	0	1.291517443	0	0	0	0	0	0	0
tsrna-08201	0	0	0	0	0	0	0	5.664823711	0
tsrna-10375	3.25213123	5.16606977	17.61943776	5.02146677	11.95979118	11.2999032	3.984222479	5.664823711	3.285205079
tsrna-15108	171.2789114	215.6834129	193.8138154	174.4959703	328.8942575	229.7646983	163.3531216	209.5984773	157.6898438
tsrna-22032	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-12913	0	3.874552328	26.42915665	2.510733385	0	3.766634399	11.95266744	50.9834134	6.570410158
tsrna-04634	1.084043743	0	0	1.255366693	0	0	3.984222479	0	3.285205079
tsrna-21508	0	0	4.404859441	0	0	0	0	0	0
tsrna-00828	4.336174973	11.62365698	17.61943776	3.766100078	5.979895591	3.766634399	3.984222479	5.664823711	9.855615237
tsrna-20035	0	10.33213954	13.21457832	6.276833463	0	11.2999032	13.94477868	11.32964742	6.570410158
tsrna-14474	1.084043743	0	17.61943776	1.255366693	0	0	0	5.664823711	0
tsrna-10177	0	0	8.809718882	0	0	0	0	0	0
tsrna-16305	1.084043743	3.874552328	4.404859441	11.29830023	17.93968677	7.533268798	0	5.664823711	19.71123047
tsrna-18344	0	0	0	1.255366693	11.95979118	0	0	5.664823711	0
tsrna-03186	0	0	0	0	0	0	3.984222479	0	3.285205079
tsrna-06787	0	0	0	1.255366693	0	0	0	0	0
tsrna-10797	0	1.291517443	4.404859441	3.766100078	5.979895591	11.2999032	1.992111239	28.32411855	0
tsrna-13496	3399.561179	2473.255903	2449.101849	1667.126968	3253.063202	1815.51778	1595.681103	2498.187256	1829.859229
tsrna-01776	0	1.291517443	0	0	0	0	0	0	0
tsrna-18974	0	1.291517443	0	0	0	0	0	0	3.285205079
tsrna-05415	1.084043743	2.583034885	4.404859441	1.255366693	5.979895591	0	1.992111239	22.65929484	3.285205079
tsrna-05087	0	0	4.404859441	0	0	0	0	0	0
tsrna-04630	0	0	0	1.255366693	0	0	0	0	0
tsrna-06889	19.51278738	33.57945351	74.8826105	70.30053479	5.979895591	22.59980639	97.61345074	45.31858969	29.56684571
tsrna-03608	0	0	0	1.255366693	0	0	0	0	0
tsrna-02415	56.37027465	114.9450524	616.6803217	94.15250195	83.71853827	112.999032	217.1401251	283.2411855	200.3975098
tsrna-03977	0	2.583034885	35.23887553	1.255366693	0	3.766634399	0	11.32964742	6.570410158
tsrna-01329	0	0	0	0	0	0	0	0	3.285205079
tsrna-25568	0	0	0	0	0	7.533268798	0	0	0
tsrna-26371	0	1.291517443	4.404859441	0	0	0	1.992111239	5.664823711	0
tsrna-01469	20.59683112	10.33213954	8.809718882	8.787566848	17.93968677	7.533268798	15.93688992	39.65376597	9.855615237
tsrna-09109	1.084043743	0	0	1.255366693	11.95979118	18.833172	1.992111239	0	0
tsrna-25069	0	3.874552328	0	0	17.93968677	3.766634399	23.90533487	5.664823711	3.285205079
tsrna-02377	0	2.583034885	52.85831329	6.276833463	0	3.766634399	7.968444958	0	0
tsrna-02809	0	0	0	0	0	0	0	5.664823711	0
tsrna-12509	0	1.291517443	0	0	0	0	1.992111239	22.65929484	0
tsrna-25289	32.5213123	20.66427908	35.23887553	27.61806724	23.91958236	120.5323008	13.94477868	22.65929484	26.28164063
tsrna-09968	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-10676	0	2.583034885	4.404859441	0	0	0	0	0	0
tsrna-10641	0	2.583034885	0	0	0	0	0	0	0
tsrna-12978	2.168087487	3.874552328	8.809718882	1.255366693	0	0	0	16.99447113	6.570410158
tsrna-18378	0	0	0	1.255366693	0	0	0	0	0
tsrna-12047	0	0	0	0	0	0	0	5.664823711	0
tsrna-09024	1.084043743	1.291517443	0	0	0	0	0	0	0
