AccID	log2FC	Pvalue	FDR	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
SLC34A3	3.65985481928435	0.13705601670648	0.906682096707099	0.0	238.0	3.0	0.0	138.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0
SLC34A2	0.0850873697926837	0.961370398284437	0.999945521717091	216.0	411.0	92.0	22.0	0.0	0.0	0.0	0.0	38.0	229.0	140.0	59.0
SLC34A1	-0.960424147026451	0.710577888429249	0.999945521717091	0.0	0.0	0.0	0.0	72.0	0.0	62.0	48.0	1.0	23.0	0.0	0.0
TIMD4	-6.96039063633589	0.0205818654257954	0.320144759729958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	97.0
DLEC1P1	5.5269674993743	1	1	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDS2	1.49597710050341	0.606951305138389	0.999945521717091	33.0	0.0	0.0	0.0	46.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
LOC102724706	6.32131175204601	1	1	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724705	-0.551301449013774	0.689799986045833	0.999945521717091	145.0	136.0	64.0	0.0	601.0	2.0	0.0	621.0	79.0	249.0	188.0	133.0
LOC102724700	3.03168429423903	0.319135574942914	1	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5E1P	-4.94977544733766	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
DXO	3.33962814003663	1	1	276.0	434.0	155.0	40.0	238.0	287.0	0.0	1.0	75.0	0.0	0.0	14.0
LOC100506734	5.05195813041751	1	1	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724708	23.0452982592842	1.71642741065218e-14	4.83051585251027e-12	152.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506730	-5.19192886248048	1	1	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0
TMEM72-AS1	1.54767392914175	1	1	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	23.0	0.0
LOC100506731	0.144375454766031	0.960183333330099	0.999945521717091	0.0	0.0	0.0	0.0	42.0	98.0	0.0	0.0	82.0	0.0	0.0	0.0
LOC102724709	20.9616113566017	1	1	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA10	-0.285613361764691	0.820525232344043	0.999945521717091	479.0	380.0	392.0	222.0	0.0	502.0	1057.0	118.0	189.0	1.0	419.0	446.0
RP4-753M9.1	0.096778150290898	1	1	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	1.0	0.0	0.0
KIF9-AS1	-7.87153899992863	0.00625535400407062	0.158774320111689	0.0	0.0	1.0	0.0	0.0	0.0	0.0	127.0	0.0	194.0	0.0	0.0
MST1R	0.533763479311352	0.628764596235989	0.999945521717091	146.0	739.0	122.0	271.0	478.0	670.0	236.0	0.0	267.0	58.0	559.0	127.0
MST1L	-0.918932171219594	0.545278177899785	0.999945521717091	0.0	131.0	33.0	75.0	30.0	69.0	212.0	0.0	126.0	77.0	167.0	0.0
OSGEP	-0.886868307400473	0.380337573694835	0.999945521717091	349.0	78.0	68.0	56.0	136.0	130.0	531.0	326.0	144.0	342.0	119.0	0.0
LOC102724715	22.873996587325	2.68132040558179e-14	5.49200652472748e-12	0.0	0.0	0.0	26.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724714	-5.04383337880993	1	1	0.0	1.0	5.0	0.0	0.0	0.0	0.0	358.0	0.0	0.0	0.0	0.0
LOC102724716	-5.24429493005702	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
LOC102724710	-5.29044838854961	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
RP11-756H20.1	-6.81532204950762	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0
SI	-1.89342834043233	0.334082185914064	0.999945521717091	0.0	0.0	83.0	0.0	23.0	79.0	321.0	0.0	46.0	34.0	0.0	257.0
SWI5	-0.107986953460784	0.924500284980487	0.999945521717091	55.0	167.0	221.0	2.0	74.0	54.0	0.0	243.0	92.0	200.0	11.0	69.0
DYM	0.524169384556899	0.785712110297699	0.999945521717091	114.0	235.0	0.0	0.0	136.0	0.0	114.0	0.0	52.0	22.0	0.0	23.0
LOC102724720	-4.44304616424491	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
TF	-0.766706617885769	0.790892634201862	0.999945521717091	0.0	0.0	0.0	0.0	122.0	0.0	1.0	141.0	0.0	90.0	0.0	0.0
TG	-0.626017071309419	0.6933436654934	0.999945521717091	1.0	40.0	224.0	1.0	112.0	440.0	796.0	212.0	0.0	0.0	89.0	138.0
LOC102724722	4.73906388868998	1	1	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TH	-0.716214720195265	0.804333554278215	0.999945521717091	135.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	91.0
LOC102724724	7.3188726905233	1	1	0.0	0.0	0.0	0.0	140.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC016629.8	7.3148364669014	0.00195982826182697	0.0727896215040593	52.0	0.0	32.0	26.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506753	-6.55859172172218	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0
PCSK2	0.46737908207439	0.872307622453887	0.999945521717091	0.0	0.0	0.0	0.0	50.0	0.0	0.0	21.0	0.0	18.0	0.0	0.0
PCSK1	-3.50018870999061	1	1	0.0	0.0	0.0	0.0	35.0	0.0	302.0	0.0	0.0	18.0	0.0	0.0
SLC7A14	-0.113393827519974	0.958897022617162	0.999945521717091	0.0	151.0	0.0	0.0	101.0	27.0	0.0	49.0	16.0	0.0	111.0	0.0
PCSK9	-1.5503876411504	0.369466260214135	0.999945521717091	0.0	1.0	28.0	32.0	127.0	0.0	0.0	1.0	229.0	87.0	19.0	174.0
SLC7A13	4.73906388868998	1	1	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCSK7	0.169803395226634	0.787244571906626	0.999945521717091	404.0	2279.0	708.0	304.0	325.0	1358.0	1059.0	843.0	748.0	289.0	377.0	655.0
SLC7A11	1.06068590449792	0.542494761214761	0.999945521717091	429.0	17.0	0.0	225.0	41.0	0.0	195.0	0.0	115.0	66.0	11.0	1.0
SLC7A10	8.53533669437176	0.00219139883105765	0.078450532507978	348.0	0.0	0.0	0.0	0.0	513.0	2.0	0.0	0.0	0.0	0.0	0.0
PCSK6	-0.0403875636119695	0.981258780227421	0.999945521717091	0.0	181.0	0.0	0.0	186.0	248.0	0.0	176.0	164.0	68.0	60.0	15.0
PCSK5	-1.83421738453627	0.328055097667368	0.999945521717091	0.0	1.0	0.0	53.0	60.0	0.0	339.0	188.0	1.0	75.0	0.0	70.0
PCSK4	1.14046716035766	0.447131886272865	0.999945521717091	0.0	99.0	163.0	0.0	97.0	153.0	25.0	50.0	6.0	137.0	12.0	0.0
CLYBL	-6.1260513337986	0.0416012262466867	0.401644942420929	0.0	0.0	0.0	0.0	1.0	0.0	0.0	47.0	57.0	0.0	0.0	0.0
GNGT1	-0.0277077643843918	1	1	0.0	0.0	0.0	0.0	36.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0
VDAC1P10	-6.40506551140457	0.0331786909229148	0.369448493345016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	16.0	0.0	49.0
GNGT2	-0.951324348142154	0.638647095288203	0.999945521717091	0.0	38.0	57.0	1.0	176.0	0.0	0.0	228.0	0.0	246.0	59.0	0.0
LOC100421372	-0.402622471807809	1	1	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0
HYAL1	-2.34887413623125	0.40998177732699	0.999945521717091	0.0	64.0	0.0	0.0	1.0	0.0	0.0	134.0	0.0	112.0	0.0	0.0
HYAL2	-0.0236443089140082	0.975907458495811	0.999945521717091	327.0	223.0	101.0	16.0	341.0	90.0	260.0	33.0	91.0	76.0	120.0	256.0
HYAL3	1.50535910288611	1	1	0.0	217.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
HYAL4	4.78967539486785	1	1	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCCD1P2	-3.51158557642472	1	1	0.0	29.0	1.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0
SSSCA1	0.250291906859944	0.839371246280444	0.999945521717091	0.0	75.0	44.0	258.0	303.0	1133.0	19.0	777.0	345.0	53.0	252.0	281.0
THUMPD3-AS1	2.36544584603765	0.209741163889202	0.999945521717091	141.0	58.0	123.0	0.0	144.0	0.0	0.0	0.0	38.0	0.0	15.0	6.0
LOC100421387	-3.90774327212236	0.19653362889206	1	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
LOC100421385	21.1159418105717	1	1	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2E3	0.217198677781372	1	1	0.0	0.0	0.0	72.0	19.0	0.0	0.0	195.0	0.0	21.0	0.0	18.0
RP11-420A23.1	0.769374675642868	1	1	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
IGHMBP2	-1.03460289873939	0.598722342092616	0.999945521717091	0.0	154.0	0.0	101.0	2.0	341.0	0.0	622.0	385.0	1.0	282.0	0.0
OR4H12P	5.03506349283223	1	1	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALS2CL	-0.59427124768294	0.595320638461103	0.999945521717091	182.0	813.0	623.0	185.0	115.0	53.0	678.0	0.0	524.0	310.0	249.0	737.0
PLK1S1	-1.93256524654211	0.491609439572788	0.999945521717091	0.0	0.0	0.0	0.0	0.0	48.0	0.0	124.0	0.0	26.0	51.0	0.0
PLEKHG4B	1.21562115308423	0.467237157883	0.999945521717091	157.0	343.0	0.0	0.0	161.0	440.0	0.0	153.0	0.0	50.0	95.0	91.0
RP5-921G16.2	3.78317034904057	1	1	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XG	-2.97415388471272	0.219449335494991	0.999945521717091	0.0	36.0	0.0	0.0	66.0	0.0	479.0	61.0	42.0	0.0	0.0	0.0
LOC100506791	5.17184886145191	1	1	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XK	-1.70408892772568	0.238655078162449	0.999945521717091	0.0	138.0	0.0	1.0	726.0	80.0	214.0	1494.0	42.0	428.0	471.0	192.0
THEMIS2	-0.459639569293331	0.599900110343211	0.999945521717091	532.0	1105.0	210.0	198.0	3357.0	429.0	1225.0	3341.0	47.0	2267.0	542.0	482.0
GLB1L	-0.173955467856108	0.939818220099946	0.999945521717091	84.0	37.0	0.0	0.0	0.0	22.0	0.0	14.0	84.0	0.0	0.0	1.0
LBX2-AS1	0.190939897193152	0.913865609753493	0.999945521717091	1.0	253.0	83.0	13.0	1.0	1.0	0.0	1.0	68.0	1.0	100.0	0.0
LOC100506797	-6.56807448508024	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0
TRBV11-1	-5.59585724507837	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
TRBV11-2	22.1075534751974	1	1	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927605	5.38343115670575	1	1	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927602	-4.2649923939908	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	0.0	0.0
LOC101927603	-4.96596636344879	0.0994340813306476	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	20.0
LOC101927608	5.80662919879928	0.053646743955558	0.463576979087663	0.0	0.0	0.0	11.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927609	-0.162590097777639	0.951870543934868	0.999945521717091	243.0	0.0	1.0	22.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	2.0
AC003958.2	-4.06523871235621	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
PAMR1	-0.651348857965478	0.751004856646174	0.999945521717091	0.0	173.0	12.0	42.0	0.0	0.0	0.0	147.0	141.0	42.0	1.0	0.0
LOC101927610	21.4029694120171	1	1	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927615	6.48691957495447	0.0309781914554672	0.35840566198223	90.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927613	-3.78652989622853	0.211074262824691	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
IGHVIII-76-1	-5.47135342846209	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0
DKC1	-1.39608696613047	0.358275151560922	0.999945521717091	102.0	60.0	9.0	0.0	214.0	0.0	0.0	815.0	41.0	52.0	77.0	99.0
LOC101927617	6.15931919089689	1	1	0.0	0.0	0.0	117.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
AC079610.2	-5.31980853449113	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
RPL18P12	4.70973770490379	0.118366486786094	1	0.0	46.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL18P13	3.70578609839558	1	1	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCAR2	-4.6304623856528	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
HCAR3	-7.06345863168775	0.000765368179582831	0.0346490932841491	0.0	0.0	0.0	1.0	1.0	0.0	0.0	76.0	166.0	1.0	0.0	18.0
EBP	0.348535422052891	0.650243021866254	0.999945521717091	586.0	739.0	987.0	549.0	96.0	609.0	261.0	239.0	627.0	390.0	288.0	967.0
HCAR1	-2.15944055535559	0.388813933158311	0.999945521717091	0.0	2.0	0.0	0.0	81.0	0.0	0.0	50.0	0.0	0.0	162.0	41.0
LOC389465	2.6455675649841	0.384263230653358	1	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CASP1P3	5.59011665447931	1	1	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASP1P2	0.025027912266843	1	1	0.0	0.0	0.0	0.0	0.0	172.0	153.0	0.0	0.0	0.0	0.0	0.0
LOC101927629	-7.45382539047892	0.0131243682111696	0.271729666752076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	76.0
LOC101927633	-3.65008933023357	1	1	0.0	0.0	0.0	0.0	0.0	4.0	0.0	86.0	0.0	0.0	0.0	0.0
PBX2P1	2.6325469922533	0.265823932711862	0.999945521717091	0.0	5.0	0.0	0.0	84.0	13.0	1.0	1.0	0.0	0.0	0.0	11.0
LOC101927632	-1.43232704194	0.479246250425956	0.999945521717091	192.0	221.0	0.0	1.0	0.0	0.0	472.0	139.0	0.0	119.0	0.0	84.0
LOC101927638	-4.6123150546108	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
LOC101927635	-22.5525717576313	1	1	0.0	0.0	0.0	0.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0
ECD	-1.45887087592968	0.335364357366906	0.999945521717091	39.0	65.0	0.0	24.0	39.0	1.0	140.0	289.0	0.0	65.0	0.0	49.0
PHOX2B	-0.133646318068663	1	1	0.0	55.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
FERP1	4.40131000923457	1	1	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHPN2P1	0.334786276609636	0.667316040156793	0.999945521717091	194.0	271.0	98.0	575.0	463.0	244.0	369.0	939.0	289.0	111.0	154.0	189.0
STT3A	1.30837292106545	0.136298831634546	0.903643875015335	228.0	283.0	274.0	223.0	228.0	407.0	3.0	111.0	89.0	131.0	249.0	32.0
IGHV3OR16-6	-1.17071555239682	1	1	39.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	4.0	0.0	0.0
IGHV3OR16-8	5.51119300496049	1	1	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
STT3B	0.0153967397380693	0.977462600324314	0.999945521717091	247.0	485.0	252.0	216.0	241.0	337.0	242.0	442.0	126.0	154.0	331.0	421.0
ACTL10	0.0509600545021983	0.978409330004481	0.999945521717091	1.0	0.0	48.0	73.0	466.0	0.0	142.0	0.0	0.0	57.0	127.0	190.0
RP11-85B7.2	1.02824123377378	0.722975858608606	0.999945521717091	0.0	34.0	0.0	0.0	71.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
LOC101927644	21.4439564085026	1	1	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0
EDA	21.5705506404653	1	1	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927647	1.25594596921174	0.614860295453091	0.999945521717091	56.0	59.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	39.0
MEA1	-3.25329687968128	0.163947144995886	0.999945521717091	29.0	29.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	222.0	0.0	95.0
FYTTD1P1	5.8117064341112	1	1	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132498	-0.112883445844255	1	1	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	66.0	0.0	0.0	0.0
LOC101927656	-3.30761833173522	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
EED	0.270716693424321	0.874834944075563	0.999945521717091	0.0	0.0	112.0	49.0	29.0	57.0	0.0	43.0	89.0	76.0	0.0	40.0
DARS2	0.261368267830129	0.862327269924853	0.999945521717091	138.0	67.0	0.0	36.0	292.0	0.0	0.0	239.0	13.0	118.0	66.0	28.0
SGK223	-1.55730394254503	0.199950596877111	0.999945521717091	73.0	456.0	88.0	56.0	53.0	1.0	37.0	958.0	0.0	297.0	329.0	354.0
AKR1B1P7	5.13622148746152	1	1	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HP09025	-1.18082344123174	1	1	0.0	0.0	0.0	0.0	78.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0
AKR1B1P5	-5.32401891606166	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0
LOC150776	-0.328034842573366	0.847169243499408	0.999945521717091	0.0	211.0	48.0	0.0	196.0	239.0	0.0	317.0	39.0	220.0	0.0	227.0
AKR1B1P2	5.36030910545957	1	1	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1B1P3	4.48499009043524	1	1	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1B1P1	2.55137087899672	1	1	138.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0
STSP1	0.426795474345104	0.868194526319475	0.999945521717091	0.0	32.0	0.0	0.0	20.0	25.0	0.0	43.0	0.0	18.0	0.0	0.0
ACVR1B	-1.32407393503303	0.220336678115674	0.999945521717091	1.0	181.0	68.0	89.0	58.0	257.0	675.0	13.0	247.0	46.0	182.0	309.0
LOC101927663	1.4778728375444	0.547923199783255	0.999945521717091	0.0	0.0	39.0	0.0	85.0	201.0	0.0	132.0	22.0	0.0	0.0	0.0
LOC101927660	-3.00865371861522	1	1	0.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0
ACVR1C	-3.74584915266802	0.168687473303382	0.999945521717091	0.0	0.0	0.0	18.0	0.0	0.0	423.0	0.0	23.0	0.0	0.0	73.0
EFS	-0.693811207008858	0.695967503970231	0.999945521717091	0.0	0.0	0.0	71.0	89.0	38.0	171.0	33.0	8.0	48.0	131.0	0.0
APOPT1	-2.0686186065537	0.152370770822589	0.966874357810428	298.0	1.0	45.0	43.0	0.0	0.0	719.0	51.0	183.0	140.0	304.0	87.0
MDH1B	-0.856872225597635	0.765669750282305	0.999945521717091	0.0	0.0	9.0	0.0	0.0	71.0	0.0	84.0	0.0	0.0	0.0	82.0
EGF	2.33633290779954	0.272843959866099	0.999945521717091	0.0	264.0	148.0	35.0	303.0	0.0	0.0	79.0	0.0	0.0	58.0	0.0
SWT1	22.7390705059666	3.80621634506053e-14	5.89249266547951e-12	0.0	0.0	0.0	54.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927673	5.73592043734455	1	1	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927674	-0.0103036947448337	1	1	0.0	0.0	53.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	-3.42704289369271	0.049846296458948	0.444464845299557	0.0	0.0	0.0	0.0	27.0	14.0	0.0	117.0	56.0	70.0	15.0	135.0
ACVR2A	2.37405406333829	0.122297126232177	0.844087302598695	41.0	192.0	17.0	26.0	271.0	0.0	0.0	42.0	1.0	4.0	0.0	51.0
OR7K1P	5.1131479824148	1	1	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6084	0.0260319952893763	0.990720985484795	0.999945521717091	93.0	295.0	0.0	0.0	236.0	0.0	0.0	547.0	0.0	7.0	0.0	91.0
RPL30	-0.0950483868577709	0.883228655484056	0.999945521717091	1638.0	1918.0	977.0	588.0	229.0	1008.0	1987.0	807.0	931.0	618.0	960.0	651.0
EHF	-0.130417279496383	0.899605933021267	0.999945521717091	259.0	407.0	265.0	136.0	134.0	97.0	838.0	41.0	210.0	95.0	1.0	108.0
TMEM200B	0.76936151515884	0.679874944679003	0.999945521717091	66.0	90.0	56.0	0.0	122.0	0.0	0.0	47.0	0.0	43.0	0.0	83.0
RPL32	0.140485706829844	0.770084109127103	0.999945521717091	8538.0	15361.0	8597.0	2799.0	3607.0	10880.0	6709.0	7543.0	6193.0	7356.0	5228.0	6126.0
RPL31	0.105045941064922	0.786852357803265	0.999945521717091	4282.0	5068.0	3276.0	1644.0	2970.0	3348.0	2523.0	3696.0	2278.0	3819.0	2162.0	3246.0
TMEM200A	-0.991121541541037	0.733246690197813	0.999945521717091	0.0	0.0	0.0	0.0	29.0	2.0	0.0	0.0	0.0	15.0	0.0	34.0
MIR6080	6.30268836497624	1	1	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL34	0.23791184768409	0.614434625068432	0.999945521717091	6599.0	8550.0	4348.0	2441.0	2291.0	6729.0	3714.0	5792.0	4200.0	3384.0	3211.0	3520.0
TMEM200C	1.5700767987968	0.587871995763338	0.999945521717091	0.0	0.0	0.0	21.0	100.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0
ABCA12	1.0933583819231	0.628142734889285	0.999945521717091	1.0	74.0	0.0	28.0	70.0	0.0	0.0	25.0	0.0	0.0	0.0	57.0
ABCA13	0.239363571369453	0.91611189202731	0.999945521717091	0.0	53.0	0.0	166.0	180.0	0.0	0.0	42.0	171.0	0.0	0.0	194.0
GPR173	7.60552399675068	0.00548935877763206	0.145255723514488	177.0	59.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR176	-0.542653331377391	1	1	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
GPR171	0.175525624094788	0.947427946996193	0.999945521717091	0.0	130.0	1.0	0.0	0.0	0.0	0.0	54.0	19.0	0.0	5.0	0.0
RPL36	0.342880828330533	0.502090784636224	0.999945521717091	13605.0	14587.0	10841.0	3311.0	5007.0	13947.0	9173.0	7048.0	7733.0	5542.0	5716.0	6551.0
RPL35	-0.0587221843882516	0.891392538524294	0.999945521717091	11123.0	10758.0	7414.0	2644.0	4359.0	9327.0	7884.0	11064.0	5478.0	6563.0	5378.0	7277.0
ADNP2	-0.902081209073381	0.525280635953529	0.999945521717091	1.0	223.0	110.0	64.0	96.0	26.0	0.0	343.0	0.0	58.0	322.0	209.0
SNORA73A	-7.06056942286643	0.00393686613974278	0.1164992306946	0.0	0.0	0.0	0.0	2.0	0.0	0.0	134.0	0.0	0.0	111.0	55.0
RPL38	-0.00213290030214816	0.996944456563423	0.999945521717091	4715.0	4247.0	4489.0	1135.0	1429.0	3834.0	3410.0	2537.0	3712.0	2406.0	2345.0	2907.0
RPL37	-0.193578723608171	0.759348536501047	0.999945521717091	4269.0	4627.0	2134.0	1447.0	627.0	3313.0	4043.0	1955.0	2644.0	1679.0	3334.0	2287.0
ANKS1A	-0.652056921357212	0.491119601681995	0.999945521717091	20.0	763.0	20.0	70.0	387.0	19.0	215.0	817.0	42.0	343.0	213.0	109.0
RPL39	0.801364340751538	0.398326716458395	0.999945521717091	119.0	43.0	95.0	24.0	176.0	214.0	36.0	141.0	1.0	107.0	92.0	8.0
CSRP2BP	1.46683092213189	0.223697106242818	0.999945521717091	146.0	162.0	171.0	97.0	646.0	197.0	1.0	330.0	5.0	65.0	0.0	205.0
ANKS1B	-0.694805848564533	0.779576536049934	0.999945521717091	0.0	52.0	0.0	0.0	40.0	54.0	0.0	0.0	55.0	0.0	0.0	97.0
GPR179	-0.0704308629660202	0.974171827851845	0.999945521717091	0.0	58.0	0.0	0.0	76.0	218.0	85.0	188.0	0.0	0.0	0.0	105.0
MIR6075	-22.8967252852073	1	1	0.0	0.0	0.0	0.0	0.0	0.0	401.0	0.0	0.0	0.0	0.0	0.0
MED1	0.105303723377958	0.944305619562995	0.999945521717091	0.0	243.0	67.0	192.0	202.0	0.0	0.0	279.0	113.0	131.0	150.0	94.0
MIR6073	-4.44304616424491	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
MECR	0.851252779097739	0.669206299925068	0.999945521717091	228.0	112.0	113.0	203.0	0.0	0.0	0.0	86.0	150.0	0.0	0.0	196.0
MIR6074	-3.78652989622853	0.211074262824691	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
RPL21	0.535472165509574	0.553632224330544	0.999945521717091	16.0	25.0	23.0	4.0	55.0	30.0	12.0	73.0	1.0	12.0	11.0	9.0
RPL23	-0.21506550709785	0.602264411100394	0.999945521717091	6307.0	6875.0	3976.0	2401.0	5127.0	4916.0	6354.0	13657.0	3673.0	5225.0	2597.0	3851.0
