AccID	log2FC	Pvalue	FDR	Style	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
APLP1	22.8376548645189	2.94846999235299e-14	5.58950056154501e-12	up	184.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGTR1	20.6518324400106	6.30655221508193e-12	4.29861212592794e-10	up	0.0	0.0	0.0	44.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC41-AS1	23.4313603227924	6.21130780686665e-15	3.76798635923887e-12	up	0.0	173.0	0.0	0.0	0.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC283693	22.9613741421287	2.13726759309103e-14	5.24677449731443e-12	up	0.0	105.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF1B-AS1	23.0463097110251	1.71172371843779e-14	4.83051585251027e-12	up	0.0	0.0	0.0	114.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNH3	8.27970205756695	6.12369335468012e-05	0.00357195818467383	up	0.0	0.0	135.0	17.0	176.0	335.0	0.0	2.0	0.0	0.0	0.0	0.0
DGAT2	-8.56711886507979	8.34759048375514e-05	0.00479235959665173	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	71.0	46.0	0.0	81.0
LOC100420255	-21.7663840632449	4.39327302424971e-13	3.22391837775486e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	34.0	0.0	0.0
ONECUT3	22.3442132872632	1.02814676771594e-13	9.74543907586581e-12	up	0.0	0.0	0.0	0.0	158.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102723643	-22.3401241061269	1.04181731481278e-13	9.82385145713874e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	101.0	0.0
AWAT1	-22.2355894513305	1.35741312473821e-13	1.193408766044e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	38.0	0.0	0.0	0.0
KCNJ8	-22.4581690452759	7.71721347934756e-14	8.02546103489407e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	42.0	0.0
METTL21C	-21.8919518890068	3.21509060122219e-13	2.50048862613857e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	79.0
APOA2	-21.8383155963746	3.67446541566838e-13	2.7863165041562e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	89.0	0.0
APOA1	-10.418430802789	1.48780659609086e-12	1.03345771917014e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	74.0	199.0	237.0	105.0	601.0	23.0
DCAF4L2	22.5563938566761	6.09134331366129e-14	6.80415570978088e-12	up	0.0	0.0	0.0	0.0	75.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0
C6orf99	23.9505149133355	1.5455725624823e-15	1.89941413082515e-12	up	170.0	0.0	0.0	0.0	0.0	449.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM46B	22.6692900932739	4.55746650424888e-14	6.20881638587307e-12	up	78.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ45256	22.8278220054153	3.01727925313723e-14	5.59710778946143e-12	up	274.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF14-AS2	22.3514279172801	1.02600485575577e-13	9.74543907586581e-12	up	0.0	134.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102723422	-21.8954495889967	3.18703750756741e-13	2.48930882404375e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.0	0.0	42.0	0.0	0.0
LPPR1	-22.7298395073585	3.84818929281614e-14	5.89249266547951e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	92.0	0.0	0.0	0.0
LOC728947	-22.5183921981188	6.61867567743779e-14	7.18662768061533e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	279.0	0.0	0.0	0.0	19.0	0.0
LOC100420042	22.9569020125594	2.1622511528028e-14	5.24677449731443e-12	up	0.0	112.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0
GNL3LP1	-21.8172201542395	3.87140208816444e-13	2.9113903554754e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	51.0	0.0	0.0
OGDHL	9.04503351124483	4.58278496842926e-05	0.00270786050780663	up	0.0	41.0	85.0	163.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928976	-21.4542132962409	9.32227646189778e-13	6.52523497423375e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	30.0
LOC101928970	22.0929898314789	1.93653213873764e-13	1.63920690199471e-11	up	0.0	0.0	0.0	0.0	55.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928987	22.6042640464966	5.38822599059737e-14	6.45133715808431e-12	up	0.0	50.0	0.0	0.0	0.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKK1	-20.8406415962091	4.03057931598982e-12	2.77850427923101e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	102.0	0.0	0.0	0.0
XRCC6P4	22.8173350518921	3.10625796327054e-14	5.59710778946143e-12	up	219.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P5	22.9383612790287	2.26943631514105e-14	5.31182227467497e-12	up	0.0	0.0	0.0	76.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC339257	22.7308405119351	3.88784036471811e-14	5.89249266547951e-12	up	0.0	37.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100420548	22.4431704808538	7.96814633632994e-14	8.14355304164838e-12	up	0.0	0.0	0.0	163.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC21A	-8.99677938489819	7.19834759976645e-10	4.79863472410804e-08	down	0.0	0.0	0.0	1.0	0.0	0.0	2.0	304.0	161.0	64.0	154.0	89.0
HPN-AS1	23.2431366541793	1.01496175160571e-14	4.24242136300518e-12	up	185.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAHD2P1	22.7276598568829	3.91775159362064e-14	5.89249266547951e-12	up	0.0	0.0	0.0	71.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC17	22.9244067215028	2.35349751536061e-14	5.38346027535912e-12	up	0.0	0.0	0.0	91.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC29	8.65164062635214	8.0882298092117e-05	0.00465815488284316	up	0.0	72.0	0.0	70.0	238.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0
ANAPC1	8.24213132141676	1.64457729879617e-05	0.00100773273605358	up	7.0	48.0	89.0	25.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0
PRG2	9.19515988526035	1.7452786590657e-05	0.00106584987638713	up	0.0	184.0	0.0	90.0	166.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0
CLGN	9.13611257075034	3.69711840531946e-05	0.00221328479797397	up	133.0	33.0	45.0	0.0	0.0	497.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2F	23.8772638820278	1.88383966969351e-15	1.89941413082515e-12	up	0.0	0.0	0.0	35.0	0.0	484.0	0.0	0.0	0.0	0.0	0.0	0.0
S100Z	22.2873065327125	1.2118925909478e-13	1.10317107848963e-11	up	0.0	0.0	0.0	0.0	20.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0
IMMTP1	21.4590971373952	9.29657470397175e-13	6.52523497423375e-11	up	0.0	51.0	0.0	0.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00966	23.2416121800752	1.02569668647853e-14	4.24242136300518e-12	up	0.0	255.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGDP2	-22.2875881982895	1.19006386611246e-13	1.09383698481721e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	223.0	64.0	0.0	0.0	0.0	0.0
NANOGP5	22.7226679368773	3.97064304913357e-14	5.91243857322618e-12	up	0.0	0.0	42.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF20	23.3062160387149	8.65013882343459e-15	4.14273359072858e-12	up	0.0	0.0	33.0	0.0	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0
COMP	9.0601221317583	9.90772943511223e-05	0.00561715788129618	up	1.0	106.0	119.0	0.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP1A4	22.8059191095726	3.20079390586815e-14	5.69909507145042e-12	up	0.0	72.0	0.0	0.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR4K17	22.9842858444691	2.01286613154919e-14	5.15945784902307e-12	up	0.0	107.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0
OR4K15	23.4755123199564	5.52427329912335e-15	3.74551502741253e-12	up	200.0	0.0	0.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0
EPN2-AS1	22.6837844146405	4.39030807346534e-14	6.0529709567421e-12	up	0.0	110.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-57H12.3	-21.767828973778	4.37722443330698e-13	3.22391837775486e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	113.0	0.0
FOXO6	23.5236438269839	4.8596479384034e-15	3.695533984323e-12	up	0.0	92.0	0.0	0.0	0.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0
NPAT	-8.83798953660547	6.86464903021419e-06	0.000432282864016845	down	0.0	0.0	0.0	0.0	0.0	1.0	165.0	293.0	0.0	130.0	164.0	0.0
CLTCL1	8.63364805580766	1.26836240322416e-07	8.33318677843916e-06	up	80.0	129.0	137.0	82.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
KRT18P55	-21.8622544329874	3.46135327417372e-13	2.64677177465074e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	111.0	0.0	0.0	0.0
FOXL1	8.54577684835368	2.00064876775755e-06	0.000128656561570388	up	75.0	90.0	58.0	23.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXF2	22.9371674415318	2.27662034960519e-14	5.31182227467497e-12	up	0.0	0.0	0.0	0.0	56.0	234.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf57	22.9625503810372	2.1299866411817e-14	5.24677449731443e-12	up	0.0	0.0	0.0	90.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVT1	-22.1720185557688	1.59358715704113e-13	1.36158181553951e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	147.0	0.0	0.0
EVX1	8.83545630201074	0.000162276770299218	0.00886869352154798	up	0.0	1.0	181.0	0.0	56.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0
PAIP1P1	22.5018259769139	7.00906247253421e-14	7.45850104231419e-12	up	63.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100128325	-22.9081172101606	2.42742964816998e-14	5.38741367890799e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	161.0	0.0
KCNJ16	22.5874025310587	5.62688339354331e-14	6.60371681938709e-12	up	87.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-34F13.2	23.2548178877178	9.90638621264042e-15	4.24242136300518e-12	up	0.0	0.0	0.0	93.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100419835	23.1180987679481	1.4187463019898e-14	4.76718031944463e-12	up	0.0	0.0	0.0	93.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104655.2	22.7716692243207	3.49830826181623e-14	5.89249266547951e-12	up	120.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	23.2538229333591	9.93243151165922e-15	4.24242136300518e-12	up	0.0	86.0	0.0	0.0	346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100128681	-21.6863446497101	5.35653972219645e-13	3.82288887859816e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	146.0	38.0	0.0	0.0	0.0	0.0
LOC100128674	22.5417552647213	6.32587151616976e-14	6.977244589259e-12	up	0.0	0.0	104.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSNAX-DISC1	22.3794101712018	9.58518613615004e-14	9.22967208951294e-12	up	0.0	43.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00574	22.864523057968	2.74814489100316e-14	5.49200652472748e-12	up	211.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG3	-20.6767109914321	5.97290509027857e-12	4.10192074482942e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	156.0	40.0	0.0	0.0	0.0	0.0
EXTL3-AS1	22.4890044101138	7.24165827213195e-14	7.61797334650459e-12	up	0.0	0.0	0.0	0.0	88.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNK16	-22.201966490573	1.47763038982285e-13	1.28054264116124e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	164.0	0.0	0.0	0.0
FAM154B	23.0638511721165	1.63563294279461e-14	4.83051585251027e-12	up	0.0	0.0	0.0	93.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAI2	22.6584740049329	4.68624390030903e-14	6.20881638587307e-12	up	0.0	0.0	0.0	60.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP4	8.84125971603889	0.000143544131409235	0.00794030287998988	up	0.0	2.0	138.0	100.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0
TDGF1	-8.0244994140059	6.92743649872937e-05	0.00402787274250402	down	0.0	0.0	0.0	0.0	0.0	1.0	0.0	110.0	96.0	42.0	0.0	147.0
CLDN19	22.5563529492509	6.09416660637553e-14	6.80415570978088e-12	up	0.0	87.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P4	-21.9078601607656	3.08981689078621e-13	2.43554808697171e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	15.0	0.0	0.0	0.0
CHRNA3	24.0547208049531	1.16519825887796e-15	1.89941413082515e-12	up	61.0	0.0	0.0	0.0	0.0	595.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100887076	22.455590403739	7.88988613038112e-14	8.14355304164838e-12	up	0.0	212.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UHRF2P1	22.7361483831319	3.83502197002698e-14	5.89249266547951e-12	up	0.0	0.0	0.0	66.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ45513	-23.306417416703	8.5705107619002e-15	4.14273359072858e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	426.0	0.0	0.0	0.0	0.0	106.0
HAP1	8.39054882610183	0.000156120903826957	0.00855796484562285	up	32.0	170.0	0.0	86.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA12	23.8662073527508	1.94091747596635e-15	1.89941413082515e-12	up	0.0	0.0	70.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX101	21.7932552638927	4.07360782715945e-13	3.02594240189693e-11	up	0.0	0.0	0.0	0.0	31.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA41	22.6255057926808	5.08908226517987e-14	6.38732469958679e-12	up	0.0	84.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCN1	23.0376030598339	1.75182178287641e-14	4.83051585251027e-12	up	0.0	0.0	0.0	56.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-231I16.1	22.9480748577728	2.21264474261595e-14	5.29841074616681e-12	up	0.0	0.0	45.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS20P2	22.3896319768979	9.33831363436085e-14	9.03978562934751e-12	up	170.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00698	-20.5744274741259	7.53353162037987e-12	5.09675620666518e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	62.0
LINC00692	-22.7094800476395	4.05515477904844e-14	5.91243857322618e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	315.0	62.0	0.0	0.0	0.0	0.0
LINC00689	22.4512944420803	7.97691698105986e-14	8.14355304164838e-12	up	0.0	54.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOZ3	22.7482431942591	3.71446359893283e-14	5.89249266547951e-12	up	0.0	57.0	0.0	0.0	246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DCSTAMP	-22.020752144167	2.32905983180783e-13	1.91482105635614e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	125.0	0.0
SFXN2	-7.70565715326748	0.00014595393999697	0.00804913864849957	down	0.0	1.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	77.0	55.0	37.0
OR56A4	-22.1563616937916	1.65765292087097e-13	1.40970212649209e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	139.0	0.0
CERS1	7.23606113114298	5.35172141140844e-06	0.000339358808244677	up	21.0	66.0	70.0	20.0	1.0	147.0	0.0	2.0	0.0	0.0	0.0	0.0
FGF23	-22.0900477234179	1.95842662179674e-13	1.65006509676291e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	62.0	0.0	0.0	0.0
PRDM12	23.6707204600092	3.28222557237089e-15	2.9866611595789e-12	up	0.0	78.0	0.0	0.0	0.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100500719	22.6566636689263	4.7080425366805e-14	6.20881638587307e-12	up	227.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C15orf52	21.8045945027644	3.97592675681922e-13	2.96548733800627e-11	up	0.0	0.0	0.0	26.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0
NPTX2	-23.1478683422224	1.29969945117673e-14	4.63788829646378e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	405.0	0.0	0.0	0.0	0.0	71.0
ARSH	22.6978981814697	4.23332477248247e-14	5.92632904110835e-12	up	0.0	0.0	0.0	49.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLIP1	5.69157304437492	0.000112025614775877	0.0063119323941368	up	152.0	74.0	55.0	40.0	37.0	220.0	0.0	0.0	0.0	0.0	0.0	10.0
VN1R71P	-22.7061021936601	4.09050656888701e-14	5.91243857322618e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	100.0	0.0
SOHLH1	22.64888495075	4.80342036039203e-14	6.24410336705532e-12	up	0.0	0.0	0.0	0.0	30.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011343.1	22.7077784609084	4.12641046505501e-14	5.91311370500284e-12	up	0.0	0.0	0.0	83.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XRCC6BP1	7.94635187619661	7.64520071930355e-05	0.00441698437747953	up	186.0	20.0	2.0	29.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAXC	8.95603790281616	4.75799595695432e-06	0.000302764924547593	up	14.0	67.0	8.0	54.0	0.0	416.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB11	22.8564130160235	2.80842740022052e-14	5.49200652472748e-12	up	181.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNPLA3	-22.4431575882603	8.0185944652442e-14	8.14355304164838e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	181.0	0.0
TAF5LP1	22.7640425884111	3.56807992654008e-14	5.89249266547951e-12	up	0.0	0.0	69.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E109P	22.6624326897552	4.6386291871815e-14	6.20881638587307e-12	up	0.0	0.0	0.0	0.0	45.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPD1P19	22.7852599622668	3.37737210583015e-14	5.85378999561932e-12	up	0.0	0.0	121.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929009	-20.6626688717876	6.12187706893451e-12	4.18842258562177e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	94.0
LOC101929000	-21.8342361122268	3.7117461053347e-13	2.80290735979196e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	134.0	92.0	0.0	0.0	0.0	0.0
LOC101929005	23.3539578309712	7.62451028312131e-15	4.14273359072858e-12	up	0.0	73.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0
TPD52L3	22.8446475288022	2.89549481845659e-14	5.54685370537805e-12	up	0.0	0.0	0.0	67.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPD52L1	22.6354212252452	4.97300088499998e-14	6.32892609133669e-12	up	0.0	0.0	0.0	0.0	86.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCA	-21.9448111574351	2.81761306774847e-13	2.24902369385765e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	131.0	0.0
MAST2	22.9153939084951	2.40928866017195e-14	5.38741367890799e-12	up	0.0	172.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR16	22.2868241612118	1.21234252265469e-13	1.10317107848963e-11	up	0.0	55.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929104	-22.417327681951	8.56308496737161e-14	8.57096585929991e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	228.0	98.0	0.0	0.0	0.0	0.0
LINC01132	22.5706177179395	5.87512606779193e-14	6.73928555735134e-12	up	0.0	0.0	132.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01015	23.3154033747793	8.44212059604782e-15	4.14273359072858e-12	up	0.0	0.0	0.0	139.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPRD1	23.0920349322573	1.51929478832787e-14	4.76718031944463e-12	up	0.0	0.0	0.0	93.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P38	-21.7627617769105	4.43297681769392e-13	3.23998976326151e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	96.0	0.0
KIR3DL2	-8.88215500508118	2.27960874135698e-07	1.49232372244445e-05	down	0.0	0.0	0.0	0.0	0.0	0.0	120.0	98.0	79.0	93.0	0.0	126.0
HM13	-9.35117575263811	1.22212707457167e-05	0.000759095243349141	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	277.0	59.0	249.0
RP11-996F15.2	22.9921187331904	1.97279998111672e-14	5.1451143487429e-12	up	67.0	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM220-AS1	22.5474485959945	6.13512021748921e-14	6.80811297793208e-12	up	0.0	0.0	202.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929614	23.0944546880014	1.5089729056277e-14	4.76718031944463e-12	up	0.0	167.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927143	-21.8148099187889	3.895597971737e-13	2.91753034928567e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	63.0	0.0	0.0
RIMS4	7.41516359396827	6.04096777567439e-05	0.00353503448712213	up	63.0	251.0	1.0	33.0	149.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
LOC101927178	21.7902749338099	4.14914331309596e-13	3.06952272987941e-11	up	50.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P19	22.6404553172006	4.90736706684069e-14	6.32892609133669e-12	up	0.0	0.0	0.0	74.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MFAP5	-22.4006165242718	8.93450527130313e-14	8.6951369749971e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	203.0	0.0	58.0	0.0	0.0	0.0
ZACN	-22.4148127829184	8.61853262405563e-14	8.57096585929991e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	240.0	0.0	0.0
HMX2	23.0834739705039	1.55372732693616e-14	4.79259044456121e-12	up	111.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRHL3	9.6158379844851	1.6305827696626e-05	0.00100253296706384	up	61.0	125.0	0.0	26.0	0.0	773.0	0.0	0.0	0.0	0.0	0.0	0.0
DAOA	22.5615834074263	6.01262101559306e-14	6.80415570978088e-12	up	0.0	0.0	0.0	0.0	58.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0
ZAR1	23.013958123576	1.86346793836545e-14	5.06167955377803e-12	up	0.0	0.0	0.0	0.0	244.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30-AS1	-22.1880007053484	1.53066443355349e-13	1.31398877482264e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	153.0	0.0	0.0	0.0
SLC29A4	23.8582748237533	1.98301381865366e-15	1.89941413082515e-12	up	0.0	0.0	392.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929456	21.6092713427913	6.42517970644903e-13	4.5498772559403e-11	up	0.0	0.0	0.0	72.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRDL2	23.092701479005	1.51663498061776e-14	4.76718031944463e-12	up	0.0	0.0	0.0	24.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2W2P	22.8525563637669	2.8366867043485e-14	5.49200652472748e-12	up	0.0	42.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	23.2043849472099	1.13128577647086e-14	4.34555233173109e-12	up	0.0	0.0	0.0	0.0	74.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929560	-21.7082252034858	5.00929358247862e-13	3.58913913021765e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	76.0	0.0
POU4F2	22.7285972636606	3.91044537054687e-14	5.89249266547951e-12	up	0.0	56.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0
CREBRF	22.7651038070696	3.5582518136037e-14	5.89249266547951e-12	up	0.0	137.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC85A	-22.0197806119501	2.33578918902722e-13	1.91482105635614e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	149.0
LOC643353	21.713178617728	4.89934379760746e-13	3.5242354850853e-11	up	388.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ36000	8.72661634485306	7.45913980382718e-05	0.00432321290732009	up	0.0	276.0	91.0	0.0	13.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0
