GeneID	GeneType	H003	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007	H001	H002	H004	H005	H006
SERPINC1	mRNA	2	0.0	99	0.0	0.0	0.0	0.0	0.0	103	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	1
LOC102724476	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724475	lncRNA	0.0	0.0	0.0	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	0.0	0.0
LOC102724478	lncRNA	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724477	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724472	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724471	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX3P1Y	ncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX3P1X	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724474	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724473	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRND	mRNA	362	0.0	0.0	0.0	1	0.0	1	0.0	0.0	151	15	0.0	0.0	0.0	0.0	0.0	0.0	178
LOC642791	ncRNA	251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123
CHRNG	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRP72	mRNA	273	113	275	17	49	442	379	434	297	236	386	56	0.0	658	1	50	124	242
LOC102724479	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18	0.0
CHRNE	mRNA	100	127	7	279	27	93	136	418	0.0	167	58	19	125	91	962	121	47	6
QTRT1P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100129295	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130251	ncRNA	153	86	327	108	259	207	104	182	14	34	20	155	127	0.0	266	119	47	41
LOC100129293	ncRNA	550	0.0	0.0	0.0	0.0	46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MISP	mRNA	1295	5795	9777	5867	2208	295	6876	6670	856	3755	1095	2187	4044	3130	5433	3088	1984	424
LOC100129291	ncRNA	0.0	0.0	0.0	41	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724481	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724480	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421606	ncRNA	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8
SERPIND1	mRNA	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	25	0.0	0.0	0.0	94	0.0	0.0	14	0.0	0.0
LOC400622	miscRNA	0.0	0.0	0.0	0.0	0.0	23	0.0	0.0	0.0	0.0	9	0.0	29	0.0	0.0	0.0	0.0	0.0
LOC102724487	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf182	mRNA	138	0.0	0.0	0.0	0.0	0.0	81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64
LOC102724486	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf183	mRNA	1	0.0	0.0	0.0	0.0	94	0.0	0.0	0.0	0.0	9	62	125	0.0	0.0	0.0	0.0	0.0
GTF2H1	mRNA	231	0.0	387	78	27	299	179	0.0	261	0.0	89	0.0	232	573	65	44	100	198
C14orf180	mRNA	228	183	0.0	0.0	0.0	19	0.0	27	72	140	0.0	144	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724489	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2H2	mRNA	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143	0.0	1	2	1	3	3	23	4	3
LOC102724488	mRNA	164	0.0	0.0	0.0	0.0	74	2	0.0	0.0	0.0	36	0.0	0.0	242	0.0	0.0	10	155
SRP68	mRNA	507	123	207	247	123	677	598	458	767	105	405	461	419	1425	442	270	562	458
GTF2H3	mRNA	44	122	38	76	0.0	0.0	0.0	0.0	126	40	38	32	86	195	127	53	56	38
LOC102724483	lncRNA	55	0	183	10	0	1	0.0	0.0	176	0.0	0.0	164	104	141	0.0	3	0	220
LOC102724482	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2H4	mRNA	358	2	0.0	55	136	120	232	6	416	35	32	0.0	0.0	336	742	196	108	254
GTF2H5	mRNA	14	191	125	129	9	64	12	545	528	61	83	27	113	0.0	1	59	0.0	0.0
LOC100421603	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724485	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724484	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421602	ncRNA	0.0	0.0	105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A	mRNA	4	153	127	1	125	55	211	1	33	43	108	44	0.0	0.0	82	0.0	9	0.0
CHRM2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRM3	mRNA	0.0	0.0	0.0	0.0	33	0.0	286	0.0	0.0	42	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0
SEMA5B	mRNA	236	0.0	262	0.0	258	33	344	1	5	36	79	0.0	63	0.0	0.0	86	149	95
CHRM1	mRNA	139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18	0.0	0.0	0.0	86
CHRM4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57	0.0	0.0
CHRM5	mRNA	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421696	ncRNA	194	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89
LOC102724410	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421695	ncRNA	0.0	0.0	230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421698	ncRNA	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	0.0	0.0
LOC102724412	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421697	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22	46	0.0	0.0	0.0	0.0	0.0	0.0
TRNAK41P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724411	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44	0.0	0.0	0.0	0.0	0.0
FABP12	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	279	0.0	44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421699	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA45S5	rRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724418	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724417	lncRNA	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132857	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724419	lncRNA	0.0	0.0	0.0	0.0	0.0	21	0.0	0.0	43	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0	0.0
LOC100421692	ncRNA	2	150	10	1	57	57	0.0	387	0.0	111	0.0	72	85	0.0	113	106	4	0.0
LOC102724414	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16	0.0	0.0
LOC100421691	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IYD	mRNA	0.0	0.0	0.0	21	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724413	mRNA	1	0.0	24	53	0.0	0.0	238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	1	95	0.0
LOC102724416	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421693	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724415	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TECTA	mRNA	9	235	509	79	108	125	0.0	117	119	81	25	0.0	24	85	1	0.0	0.0	0.0
TECTB	mRNA	0.0	0.0	73	0.0	0.0	0.0	0.0	0.0	0.0	90	29	0.0	33	0.0	0.0	18	0.0	0.0
SEMA6B	mRNA	0.0	415	0.0	0.0	18	45	414	0.0	113	178	90	4	161	0.0	177	319	161	0.0
TPD52	mRNA	95	114	407	135	126	143	149	318	167	240	107	79	101	1252	449	80	584	84
SEMA6C	mRNA	243	222	205	0.0	0.0	206	419	371	40	0.0	1	0.0	102	160	3	57	57	48
ANKRD36C	mRNA	73	0.0	182	33	57	0.0	0.0	0.0	19	84	8	0.0	185	0.0	179	116	57	67
RP11-40F8.2	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIVM	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	41	0.0	0.0	0.0	27	0.0	0.0	0.0	53	0.0
RP11-474D1.3	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA6A	mRNA	9	442	0.0	57	27	0.0	264	128	0.0	0.0	169	107	124	316	12	128	119	0.0
SEMA6D	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0
LOC102724421	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724420	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268	0.0	0.0	0.0	0.0	0.0	0.0	360	0.0	18	0.0
MITF	mRNA	9	49	38	106	0.0	1	0.0	1	30	0.0	0.0	0.0	0.0	131	226	0.0	0.0	0.0
LOC102724423	lncRNA	0.0	0.0	0.0	0.0	87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724422	lncRNA	95	0.0	0.0	0.0	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34	0.0	0.0	56
GTF2F1	mRNA	377	571	1116	1171	165	447	25	534	299	695	1012	768	498	635	179	564	497	345
GTF2F2	mRNA	1	0.0	157	0.0	1	1	0.0	0.0	94	0.0	59	85	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724429	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130203	ncRNA	1	0.0	0.0	0.0	0.0	51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724428	mRNA	4	0.0	0.0	55	1	113	0.0	0.0	71	2	3	0.0	18	2	0.0	1	0.0	1
LOC100132865	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724425	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130207	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724424	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53	0.0	0.0	0.0	0.0	0.0	12	0.0
LOC100130209	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724427	lncRNA	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724426	mRNA	0.0	128	0.0	0.0	0.0	0.0	78	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLX1B-SULT1A4	lncRNA	6	14	9	16	0.0	4	0.0	183	74	6	6	93	2	0.0	28	11	2	5
RP11-432I5.1	lncRNA	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68	0.0
XIST	lncRNA	413	1014	1010	937	263	404	775	939	116	426	339	561	617	1233	730	616	260	263
TTPAL	mRNA	278	65	354	58	0.0	113	0.0	282	397	65	100	55	157	11	343	38	107	260
ANKRD36B	mRNA	53	3	21	2	49	103	6	0.0	0.0	0.0	1	14	15	1	244	1	0.0	20
SEMA7A	mRNA	459	268	0.0	72	0.0	0.0	0.0	17	122	0.0	88	0.0	29	1533	0.0	0.0	41	142
RHOBTB3	mRNA	7	125	173	0.0	27	314	0.0	0.0	334	188	63	1	131	0.0	0.0	36	184	0.0
ITPR1	mRNA	535	0.0	1	0.0	37	239	0.0	0.0	516	135	174	91	0.0	1438	2	99	367	490
LOC102724432	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724431	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITPR2	mRNA	59	0.0	16	0.0	0.0	95	0.0	233	0.0	70	24	101	1	0.0	0.0	0.0	0.0	57
LOC102724434	lncRNA	3	0.0	0.0	0.0	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0
ITPR3	mRNA	258	0.0	1	0.0	22	65	0.0	0.0	0.0	0.0	217	0.0	54	0.0	0.0	0.0	0.0	245
RP11-279D17.2	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VTCN1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	102	19	0.0	0.0
LOC102724433	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2E1	mRNA	195	0.0	0.0	0.0	19	0.0	0.0	0.0	209	0.0	111	0.0	4	0.0	0.0	0.0	36	190
RHOBTB1	mRNA	151	0.0	140	0.0	320	529	218	125	452	82	73	0.0	20	50	256	56	25	75
LOC102724430	ncRNA	3	0.0	0.0	0.0	0.0	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2E2	mRNA	5	84	95	59	79	0.0	185	52	91	58	54	37	55	177	0.0	59	60	0.0
RHOBTB2	mRNA	510	0.0	378	258	50	739	106	465	1179	5	263	216	348	1161	410	298	538	464
LOC102724439	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	0.0	0.0	0.0	0.0	0.0
AC009518.4	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724436	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724435	lncRNA	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724438	lncRNA	0.0	101	0.0	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	45	0.0	0.0
LOC102724437	ncRNA	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132871	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130210	ncRNA	2	0.0	0.0	0.0	55	92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132874	mRNA	0.0	134	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	1	0.0	0.0	39	26	0.0
ANKRD34B	mRNA	1	0.0	1	43	37	32	31	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD34A	mRNA	18	0.0	65	0.0	0.0	0.0	2	1	0.0	52	49	0.0	0.0	96	564	0.0	0.0	15
SLC37A2	mRNA	355	198	217	36	23	131	0.0	1	96	64	78	48	1	0.0	114	127	41	118
ANKRD34C	mRNA	1	1	69	100	0.0	77	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC37A1	mRNA	169	210	220	346	1	878	49	306	60	0.0	243	0.0	81	0.0	244	113	90	155
LOC102724443	lncRNA	0.0	0.0	0.0	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724442	lncRNA	0.0	0.0	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	0.0	0.0
LOC102724445	lncRNA	0.0	0.0	0.0	0.0	0.0	23	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	11	0.0	0.0
LOC102724444	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0
TECRL	mRNA	2	18	0.0	0.0	0.0	46	0.0	0.0	30	0.0	0.0	0.0	37	65	0.0	0.0	0.0	0.0
LOC102724441	mRNA	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	11	0.0	2
LOC102724440	lncRNA	0.0	0.0	136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55	0.0	0.0	46	0.0	0.0
NSFL1C	mRNA	317	294	1231	243	365	426	609	994	1144	364	635	295	491	889	740	476	714	285
LOC102724447	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724446	lncRNA	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724449	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724448	lncRNA	0.0	0.0	0.0	0.0	0.0	104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1AP1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD9B	mRNA	1	0.0	137	0.0	37	125	382	0.0	32	0.0	0.0	0.0	0.0	0.0	187	0.0	88	0.0
AP003025.2	lncRNA	169	0.0	49	17	42	89	0.0	0.0	0.0	0.0	0.0	0.0	42	0.0	0.0	0.0	0.0	95
RAD9A	mRNA	502	160	16	211	249	670	488	494	305	67	291	93	136	715	1	165	0.0	604
LMBR1L	mRNA	42	610	698	0.0	45	379	4	435	249	211	137	243	103	66	315	248	249	35
LOC390705	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	mRNA	25	0.0	150	1	29	454	30	0.0	713	63	85	0.0	147	387	137	143	155	0.0
RP11-307C19.3	lncRNA	302	0.0	0.0	0.0	47	84	0.0	0.0	0.0	0.0	0.0	0.0	82	0.0	0.0	0.0	0.0	104
FEM1AP4	ncRNA	0.0	0.0	0.0	0.0	0.0	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46	0.0	0.0
SYCP2	mRNA	58	0.0	0.0	0.0	0.0	10	0.0	0.0	0.0	80	0.0	20	28	0.0	0.0	22	0.0	58
SYCP1	mRNA	0.0	23	0.0	0.0	73	0.0	0.0	0.0	0.0	24	0.0	0.0	0.0	0.0	0.0	13	5	0.0
FEM1AP2	ncRNA	0.0	124	91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1AP3	ncRNA	0.0	83	0.0	0.0	0.0	71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0	0.0
GADL1	mRNA	0.0	0.0	0.0	0.0	71	0.0	0.0	0.0	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421651	ncRNA	0.0	0.0	0.0	0.0	0.0	15	0.0	0.0	0.0	0.0	0.0	0.0	74	0.0	0.0	0.0	0.0	0.0
LOC100421655	ncRNA	3	0.0	0.0	0.0	0.0	47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39	0.0
DNALI1	mRNA	3	0.0	111	0.0	47	99	140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125	0.0
LOC100421658	ncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132813	miscRNA	0.0	0.0	0.0	0.0	8	0.0	88	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	58	0.0	0.0
LOC100132812	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPA1	mRNA	2	0.0	0.0	0.0	56	98	0.0	0.0	57	0.0	11	0.0	27	0.0	0.0	0.0	18	0.0
LOC100132815	miscRNA	3	34	42	0.0	0.0	71	187	0.0	169	40	0.0	0.0	0.0	272	373	36	0.0	0.0
OPA3	mRNA	456	314	396	177	145	541	12	323	617	329	248	339	136	79	0.0	166	302	368
LOC100132817	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HYDIN	mRNA	5	121	128	0.0	62	141	1	84	159	193	0.0	1	47	1	679	0.0	0.0	0.0
LOC400685	lncRNA	0.0	0.0	114	0.0	0.0	0.0	0.0	108	0.0	0.0	61	0.0	0.0	206	0.0	0.0	0.0	0.0
RP11-486O12.2	lncRNA	1	0.0	30	132	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	28	90	0.0
LOC400682	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC37A4	mRNA	285	58	822	156	227	413	603	253	0.0	341	117	127	64	0.0	71	312	306	260
SLC37A3	mRNA	22	0.0	105	160	3	11	0.0	0.0	68	46	99	0.0	134	0.0	7	94	86	19
LOC390714	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	2	107	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0
LOC100421663	ncRNA	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	68	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPD4	mRNA	135	0.0	135	126	19	26	37	315	846	56	203	39	91	397	120	180	111	120
LOC100421664	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421667	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
