AccID	log2FC	Pvalue	FDR	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
MIR3944	-5.81387016939856	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
HPVC1	-20.9238353083042	1	1	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0
MTCH1	0.193804955802481	0.838315755324263	0.999856696914365	1019.0	1750.0	334.0	1301.0	247.0	380.0	684.0	1025.0
MTCH2	0.203257645936743	0.841129853922769	0.999856696914365	304.0	97.0	285.0	385.0	150.0	247.0	131.0	137.0
PDCD7	0.469312428231163	0.742880101705088	0.999856696914365	75.0	104.0	26.0	450.0	1.0	42.0	144.0	101.0
PDCD6	0.591492682080869	0.784236570002848	0.999856696914365	304.0	0.0	0.0	180.0	0.0	62.0	54.0	95.0
PDCD5	0.427817020716708	0.766622655594214	0.999856696914365	136.0	406.0	85.0	202.0	0.0	188.0	61.0	96.0
SLA	1.48957448996551	0.35248131926908	0.999856696914365	294.0	518.0	31.0	810.0	7.0	0.0	71.0	302.0
MSI1	-1.05781678286275	0.736031527124467	0.999856696914365	0.0	90.0	0.0	0.0	18.0	0.0	0.0	79.0
MSI2	21.9191714412476	1	1	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0
SLK	0.621272884602508	0.514667613228684	0.999856696914365	309.0	324.0	536.0	627.0	254.0	186.0	99.0	336.0
NFATC2IP	2.25993517118948	0.280154939900627	0.999856696914365	202.0	83.0	20.0	125.0	0.0	0.0	0.0	65.0
C10orf32-ASMT	6.41178931395732	0.0583336075042002	1	66.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
MSH6	-0.440566568933886	0.88587297018166	0.999856696914365	0.0	80.0	0.0	41.0	0.0	0.0	0.0	97.0
VMAC	7.77167847767556	0.00060202015429037	0.051302621249248	0.0	149.0	73.0	190.0	1.0	0.0	0.0	0.0
MSH2	0.91668734261076	0.66645274042437	0.999856696914365	141.0	210.0	45.0	340.0	0.0	217.0	0.0	0.0
SMO	-0.981371053393007	0.423297313877772	0.999856696914365	188.0	59.0	8.0	166.0	346.0	46.0	65.0	131.0
MSH3	6.52244172625683	1	1	0.0	146.0	0.0	1.0	0.0	0.0	0.0	0.0
MSH4	-0.866597052243047	1	1	0.0	0.0	0.0	27.0	0.0	29.0	0.0	0.0
MSH5	4.9414241725309	1	1	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMS	0.107955280255618	0.9488715680967	0.999856696914365	0.0	345.0	209.0	371.0	401.0	74.0	117.0	1.0
FAM222A-AS1	20.7935665017946	1	1	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0
BRE-AS1	0.117475368568624	1	1	0.0	0.0	0.0	144.0	0.0	1.0	75.0	0.0
RAP1B	1.07981671198428	1	1	0.0	0.0	0.0	192.0	0.0	0.0	52.0	0.0
SNN	1.95513647586338	0.275091940863519	0.999856696914365	1.0	2705.0	12.0	7017.0	169.0	2.0	423.0	991.0
NDOR1	-0.182727263647639	0.855882070992399	0.999856696914365	1057.0	736.0	1017.0	246.0	1040.0	638.0	198.0	750.0
ZKSCAN8	0.0305439930847216	0.985424686398874	0.999856696914365	74.0	225.0	0.0	115.0	1.0	99.0	28.0	90.0
ZKSCAN3	21.8939309111627	1	1	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0
ZKSCAN2	-1.20343620591599	0.683678360788201	1	0.0	61.0	0.0	1.0	0.0	19.0	0.0	50.0
ZKSCAN5	1.36680386932759	0.440431250800163	0.999856696914365	300.0	147.0	107.0	80.0	0.0	0.0	106.0	49.0
ZKSCAN4	8.53791884425876	0.000420732236018783	0.0398658202266017	249.0	142.0	0.0	57.0	0.0	0.0	0.0	0.0
DLG1-AS1	1.67291271239647	0.56514288690565	0.999856696914365	150.0	0.0	0.0	116.0	0.0	50.0	0.0	0.0
ZKSCAN1	-0.319691657283536	0.734256402722186	0.999856696914365	197.0	307.0	246.0	657.0	224.0	263.0	246.0	461.0
LINC00152	0.735113316590584	0.806471324409713	0.999856696914365	0.0	67.0	0.0	122.0	0.0	0.0	0.0	75.0
NOP14	-0.449169045160405	0.663665885370169	0.999856696914365	125.0	592.0	39.0	278.0	155.0	164.0	262.0	190.0
NOP16	0.584612439821373	0.615214874605117	0.999856696914365	115.0	94.0	187.0	297.0	12.0	116.0	109.0	74.0
RP5-952N6.1	0.680394473296392	0.831834543167793	0.999856696914365	0.0	0.0	33.0	58.0	0.0	39.0	0.0	0.0
RFXANK	-1.02781480695484	0.235717230524662	0.999856696914365	808.0	510.0	611.0	813.0	1431.0	848.0	826.0	866.0
RP11-547I7.2	5.76273474191479	1	1	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0
LRCH2	4.15637934735018	0.221475393807201	1	0.0	27.0	0.0	1.0	0.0	0.0	0.0	0.0
TAAR4P	4.6060092002245	0.174907723183892	1	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
G6PC3	-0.0131959040711485	0.989589908581006	0.999856696914365	75.0	278.0	332.0	213.0	211.0	172.0	157.0	102.0
LRCH1	0.38495950426708	0.854057837911682	0.999856696914365	149.0	314.0	0.0	296.0	212.0	0.0	0.0	176.0
SON	-0.429976120723098	0.627684093201743	0.999856696914365	567.0	481.0	283.0	461.0	367.0	217.0	377.0	678.0
SP2	-0.979446138984419	0.651534437107414	0.999856696914365	69.0	98.0	37.0	0.0	0.0	0.0	69.0	193.0
SP1	0.203453473009977	0.828365704727125	0.999856696914365	330.0	428.0	183.0	403.0	139.0	86.0	181.0	366.0
SP4	7.2499792731646	0.012052122315012	0.205580437231455	139.0	12.0	0.0	17.0	0.0	0.0	0.0	0.0
SP3	1.40575692614297	0.292828355740742	0.999856696914365	102.0	863.0	84.0	525.0	1.0	137.0	85.0	94.0
SP6	-1.23161018968094	1	1	0.0	0.0	0.0	34.0	0.0	47.0	0.0	0.0
SP5	3.0863348647115	1	1	0.0	0.0	0.0	321.0	0.0	0.0	0.0	28.0
SP8	5.9379941337573	1	1	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0
SP7	0.686324156867462	1	1	0.0	0.0	0.0	73.0	0.0	0.0	26.0	0.0
LRCH4	0.328612877349222	0.77082499174359	0.999856696914365	658.0	940.0	884.0	1532.0	34.0	367.0	615.0	1161.0
SP9	4.02150769795882	0.23705053913311	1	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
LRCH3	3.90287590710253	0.0684662185472359	0.716461170485977	89.0	136.0	0.0	789.0	0.0	1.0	0.0	47.0
NOP10	0.32289135975298	0.736098854307265	0.999856696914365	470.0	617.0	423.0	298.0	177.0	173.0	110.0	554.0
DYSF	1.46180547293366	0.400024010847796	0.999856696914365	1021.0	1914.0	0.0	2980.0	767.0	1.0	453.0	120.0
MSLN	-0.138685195029428	0.893589481476169	0.999856696914365	98.0	769.0	488.0	139.0	374.0	224.0	291.0	195.0
TCEB1P28	5.63198635879078	1	1	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0
BICD1	-2.03121388983643	1	1	0.0	0.0	14.0	0.0	0.0	0.0	46.0	2.0
BICD2	0.165294525740856	0.924459832041423	0.999856696914365	1.0	826.0	69.0	1144.0	0.0	207.0	457.0	348.0
UNC80	1.19755394456247	1	1	54.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
SPN	4.15206572968244	0.0657326773102998	0.692571102749953	263.0	328.0	0.0	678.0	0.0	0.0	0.0	49.0
SPR	-1.0118212954949	0.372391411452102	0.999856696914365	717.0	698.0	292.0	187.0	2018.0	385.0	135.0	156.0
PRADC1	-0.497934067403656	0.731457490954227	0.999856696914365	405.0	410.0	0.0	312.0	283.0	427.0	133.0	80.0
SPDYE2	-2.78693719370931	0.244329220303304	0.999856696914365	2.0	0.0	0.0	31.0	0.0	96.0	35.0	3.0
SPDYE1	-1.18363666951911	0.524238242000967	0.999856696914365	66.0	26.0	48.0	56.0	0.0	144.0	0.0	176.0
TCEB1P22	5.55109480678154	1	1	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0
MSL2	0.37153007299123	0.865812501278468	0.999856696914365	0.0	286.0	45.0	186.0	0.0	0.0	188.0	14.0
MSL3	-0.488700078429842	0.772908646784381	0.999856696914365	173.0	54.0	1.0	367.0	0.0	192.0	102.0	234.0
ADAMTS20	6.87254518268498	0.0215048086636031	1	35.0	20.0	0.0	80.0	0.0	0.0	0.0	0.0
MSL1	1.00454637696883	0.414215927294144	0.999856696914365	647.0	602.0	101.0	1105.0	6.0	221.0	228.0	284.0
TCEB1P31	3.03840719385333	0.374090042704338	1	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP2K	5.33270571791073	1	1	0.0	1.0	0.0	44.0	0.0	0.0	0.0	0.0
GAPDH	-0.21873435165367	0.790689806953886	0.999856696914365	15480.0	22513.0	13636.0	12202.0	19627.0	10615.0	8866.0	11314.0
SRC	0.516932429243759	0.732476741417054	0.999856696914365	219.0	624.0	170.0	2049.0	572.0	0.0	242.0	671.0
SRF	0.813004535758891	0.580931657846373	0.999856696914365	278.0	588.0	500.0	113.0	0.0	59.0	222.0	287.0
SRI	-0.402314496784656	0.671375044102082	0.999856696914365	2888.0	2061.0	1282.0	595.0	2816.0	1330.0	691.0	1474.0
SRL	7.72616931129066	0.00340354022423403	0.111536738111488	0.0	65.0	91.0	57.0	0.0	0.0	0.0	0.0
SRM	0.596471184584986	0.577419913055159	0.999856696914365	1396.0	704.0	2184.0	567.0	176.0	721.0	487.0	1082.0
SRR	-6.38119185240607	1	1	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
RNMTL1	0.549209371239756	0.762287082480036	0.999856696914365	546.0	117.0	134.0	158.0	0.0	0.0	126.0	343.0
BSND	5.48929981085454	0.105372584785724	1	0.0	53.0	9.0	0.0	0.0	0.0	0.0	0.0
LINC00116	0.00445534964487557	0.996178523519682	0.999856696914365	657.0	799.0	383.0	902.0	929.0	147.0	337.0	480.0
KRIT1	-6.46988555700845	1	1	0.0	0.0	0.0	0.0	0.0	38.0	0.0	1.0
LINC00113	-4.99680151120517	0.142010278860576	1	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
LINC00114	-6.58456896856576	1	1	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
LINC00115	-21.3629406257439	1	1	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0
NOP56	-0.472723607303305	0.859529667470075	0.999856696914365	0.0	1.0	0.0	188.0	0.0	0.0	92.0	75.0
NOP58	-0.322446672093959	0.890634985990812	0.999856696914365	0.0	109.0	58.0	1.0	84.0	0.0	0.0	69.0
SSB	1.14812646960148	0.365927204400299	0.999856696914365	258.0	77.0	219.0	186.0	3.0	42.0	49.0	157.0
SPDYE4	6.20801315908266	1	1	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0
SPDYE3	-1.80239303288275	0.484542518921185	0.999856696914365	0.0	92.0	0.0	0.0	0.0	56.0	35.0	49.0
SPDYE6	-0.982117834515156	1	1	5.0	22.0	2.0	34.0	0.0	0.0	0.0	84.0
SPDYE5	-3.55441767856732	0.129673713077417	0.999856696914365	0.0	2.0	1.0	25.0	0.0	0.0	138.0	64.0
MSMP	5.43054076154183	1	1	0.0	114.0	0.0	0.0	1.0	0.0	0.0	0.0
BICC1	21.3968225251703	1	1	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0
NECAP2	-0.210792296058882	0.813639742295571	0.999856696914365	834.0	814.0	295.0	1266.0	680.0	352.0	634.0	763.0
NECAP1	-1.0204235050972	0.607348618376364	0.999856696914365	1.0	84.0	0.0	213.0	180.0	28.0	0.0	202.0
UROC1	2.25704639191888	0.452509836416457	0.999856696914365	79.0	0.0	0.0	110.0	31.0	0.0	0.0	0.0
SST	21.5587174780965	1	1	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST5	0.220768247122071	0.844031327958372	0.999856696914365	663.0	179.0	300.0	60.0	401.0	101.0	80.0	217.0
ST7	21.0661034462846	1	1	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0
PDCD4	-0.21451132048661	0.848350467120059	0.999856696914365	350.0	296.0	32.0	231.0	447.0	51.0	75.0	137.0
PDCD2	0.6890719020434	0.651181143866821	0.999856696914365	87.0	47.0	163.0	398.0	33.0	0.0	96.0	193.0
PDCD1	1.56418123903215	1	1	0.0	0.0	0.0	201.0	0.0	40.0	0.0	0.0
UNC79	-6.68419904869179	1	1	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0
MT1L	0.497261764152453	0.762413870951793	0.999856696914365	100.0	131.0	63.0	225.0	1.0	94.0	0.0	149.0
MT1M	-0.306580036331006	0.747763530093755	0.999856696914365	1569.0	2076.0	2244.0	516.0	2498.0	1174.0	947.0	1188.0
STL	4.40106159479698	0.195130858320634	1	0.0	23.0	1.0	6.0	0.0	0.0	0.0	0.0
MT1X	-0.608059071788216	0.548279216618687	0.999856696914365	1976.0	2118.0	783.0	168.0	2106.0	1003.0	912.0	984.0
IGLV8-61	0.123732421101834	0.955287357044277	0.999856696914365	200.0	0.0	283.0	0.0	0.0	234.0	78.0	26.0
RCBTB1	-2.06312779895274	0.349895032480106	0.999856696914365	0.0	0.0	45.0	48.0	0.0	9.0	192.0	92.0
RCBTB2	-0.242885788639303	0.915202433824386	0.999856696914365	35.0	46.0	0.0	50.0	0.0	0.0	29.0	66.0
MT2A	-0.562927725863494	0.531668983226071	0.999856696914365	8117.0	12597.0	7778.0	2454.0	8202.0	8016.0	5228.0	9142.0
STS	0.223816382955065	0.903232938785263	0.999856696914365	138.0	156.0	37.0	0.0	0.0	56.0	50.0	58.0
TNFSF10	-0.211207988711069	0.831155364038883	0.999856696914365	257.0	852.0	269.0	100.0	332.0	324.0	121.0	274.0
TNFSF11	4.98724277704187	1	1	0.0	0.0	0.0	58.0	1.0	0.0	0.0	0.0
QRSL1P2	-1.59749485499961	1	1	0.0	0.0	0.0	30.0	0.0	0.0	52.0	0.0
LINC00094	0.161064435689709	1	1	226.0	1.0	0.0	1.0	0.0	0.0	0.0	156.0
LINC00092	-0.11874992473615	0.967513539547191	0.999856696914365	0.0	0.0	0.0	206.0	0.0	61.0	0.0	89.0
MGC72080	0.0643890530066386	1	1	0.0	247.0	0.0	1.0	0.0	0.0	94.0	0.0
CYP39A1	-0.07062087186513	0.978172943460231	0.999856696914365	39.0	0.0	29.0	0.0	0.0	41.0	9.0	1.0
MT1A	-6.76923552684113	0.0312635826755728	1	0.0	0.0	0.0	1.0	0.0	0.0	48.0	37.0
MT1F	-0.558174008269511	0.673918964651491	0.999856696914365	1324.0	921.0	975.0	2.0	1292.0	466.0	884.0	778.0
MTCP1	-1.61215343224265	1	1	0.0	0.0	0.0	25.0	0.0	45.0	0.0	0.0
MT1G	-0.177063890414527	0.861546469747933	0.999856696914365	5489.0	7731.0	7838.0	877.0	6268.0	5235.0	3127.0	2928.0
MT1H	0.10866231621038	0.905672316636849	0.999856696914365	1631.0	2337.0	1546.0	429.0	1003.0	860.0	866.0	953.0
MT1E	-0.701434032568978	0.464351772177135	0.999856696914365	4101.0	3377.0	3317.0	614.0	4018.0	2791.0	2618.0	3757.0
RNY5P8	5.93412261568592	1	1	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-558O2.1	7.52241828976301	0.00619655228735729	0.146636349750122	102.0	11.0	0.0	91.0	0.0	0.0	0.0	0.0
MYCBP2	1.38006612804991	0.402165619595679	0.999856696914365	61.0	254.0	62.0	39.0	1.0	0.0	44.0	47.0
TGFA	-1.30001203051541	0.537241259169129	0.999856696914365	0.0	34.0	46.0	1.0	0.0	67.0	6.0	75.0
STK38L	-0.829112938775196	0.629250991913294	0.999856696914365	0.0	24.0	18.0	416.0	457.0	27.0	15.0	114.0
APOBEC3C	1.30875129927324	0.526670477698117	0.999856696914365	0.0	191.0	1.0	508.0	6.0	0.0	116.0	36.0
APOBEC3D	0.764759227672621	0.66980591243672	0.999856696914365	154.0	345.0	0.0	195.0	0.0	33.0	105.0	81.0
MSR1	-0.790694247241098	0.794058489440627	0.999856696914365	0.0	0.0	39.0	43.0	134.0	0.0	0.0	0.0
APOBEC3F	0.841673580471006	0.585171092507252	0.999856696914365	106.0	488.0	37.0	334.0	0.0	204.0	18.0	65.0
TNFSF14	0.334567601854362	0.850623849254366	0.999856696914365	248.0	233.0	0.0	219.0	73.0	0.0	79.0	202.0
APOBEC3G	-0.180827110104098	0.909068030917039	0.999856696914365	80.0	161.0	0.0	526.0	13.0	128.0	258.0	97.0
TNFSF15	1.49728327043555	0.589427948622706	0.999856696914365	121.0	0.0	0.0	43.0	45.0	0.0	0.0	1.0
TGDS	-1.377297616485	0.573004423314703	0.999856696914365	0.0	8.0	0.0	65.0	0.0	1.0	43.0	79.0
TNFSF12	0.624662311622733	0.652242896899211	0.999856696914365	1.0	1321.0	275.0	892.0	85.0	335.0	281.0	194.0
TNFSF13	-0.598759691819979	0.55481523948232	0.999856696914365	1242.0	432.0	365.0	256.0	1060.0	726.0	224.0	443.0
IGF2	-0.156915902801709	0.921508406391439	0.999856696914365	360.0	788.0	0.0	1195.0	22.0	178.0	276.0	1143.0
IGF1	-0.964429788100491	0.628987785960435	0.999856696914365	197.0	1.0	0.0	154.0	369.0	0.0	35.0	120.0
TCEB1P19	-5.4453154209931	0.109020586648931	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
BST2	-0.180227955620892	0.835779139207107	0.999856696914365	2058.0	2860.0	893.0	2117.0	2688.0	911.0	751.0	1630.0
MSRA	-0.493227709558434	0.823409870650166	0.999856696914365	0.0	62.0	25.0	124.0	0.0	36.0	0.0	167.0
BST1	21.4427354155943	1	1	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0
ITGBL1	7.16562134452891	0.0171796995181506	1	109.0	1.0	0.0	46.0	0.0	0.0	0.0	0.0
SLC23A4P	1.04254579255257	0.487275819925471	0.999856696914365	62.0	230.0	44.0	98.0	78.0	49.0	1.0	1.0
MIR1281	2.36997519630681	1	1	0.0	0.0	0.0	108.0	0.0	0.0	12.0	0.0
MIR1282	0.0858059086105707	0.927491721703626	0.999856696914365	4116.0	8799.0	3670.0	918.0	2431.0	2824.0	2001.0	3131.0
APOBEC3A	-1.44880465017389	0.528452069194587	0.999856696914365	0.0	1.0	30.0	229.0	394.0	0.0	0.0	177.0
LDHAL6A	1.4013114346119	1	1	0.0	0.0	190.0	0.0	0.0	0.0	0.0	78.0
APOBEC3B	4.88495010553028	0.0371928231655362	0.429845877754409	4.0	0.0	130.0	49.0	0.0	0.0	4.0	1.0
IGHM	-0.326033572988789	0.699614688624715	0.999856696914365	10894.0	15709.0	9705.0	5434.0	11941.0	8075.0	6381.0	8923.0
DMBX1	-21.1889366151713	1	1	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0
VMO1	9.17598506258592	0.000969017548749167	0.062350645439051	174.0	0.0	0.0	462.0	0.0	0.0	0.0	0.0
RAC2	0.323613921036365	0.736295627358896	0.999856696914365	999.0	2439.0	305.0	2044.0	1253.0	350.0	365.0	973.0
RAC3	-4.63897503853915	0.0174187162279683	0.256624622255285	0.0	1.0	0.0	71.0	635.0	1.0	368.0	240.0
TRNAK20	20.4219810358985	1	1	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1	-0.460508811654484	0.601450266755969	0.999856696914365	3047.0	2893.0	1626.0	814.0	2281.0	1489.0	1656.0	2303.0
CCDC75P1	-22.0015108395948	1	1	0.0	0.0	0.0	0.0	1.0	0.0	140.0	0.0
MST4	1.38150441530416	0.532511778623988	0.999856696914365	361.0	0.0	5.0	230.0	107.0	0.0	55.0	0.0
SYK	0.369028220543755	0.696603570957718	0.999856696914365	605.0	1288.0	189.0	1606.0	648.0	363.0	315.0	465.0
LOC100329129	-21.7568257141708	1	1	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0
MST1	-1.52180142968653	1	1	0.0	194.0	24.0	0.0	0.0	0.0	278.0	0.0
LINC00052	7.01825527922693	0.0381754340120104	1	55.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0
GAB1	-1.17974289549666	1	1	0.0	0.0	0.0	39.0	0.0	52.0	0.0	0.0
GAB3	-0.421251938159315	0.85805984465287	0.999856696914365	0.0	34.0	87.0	52.0	0.0	1.0	0.0	200.0
GAB2	1.45162917852182	0.307317496105556	0.999856696914365	440.0	371.0	122.0	739.0	96.0	60.0	0.0	274.0
SYP	-2.08673650539332	1	1	0.0	59.0	0.0	0.0	0.0	95.0	7.0	0.0
GAB4	6.12384351518739	1	1	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0
CNKSR2	-0.625434596917463	0.795479959057911	0.999856696914365	0.0	38.0	46.0	24.0	139.0	0.0	1.0	0.0
RAP2C	-0.822639243909287	0.58895747587716	0.999856696914365	218.0	128.0	0.0	517.0	431.0	25.0	357.0	183.0
CNKSR1	-0.502020840213516	0.748782467952382	0.999856696914365	70.0	230.0	277.0	0.0	28.0	284.0	176.0	55.0
RAP2A	-1.17039286726447	0.438486288567569	0.999856696914365	91.0	201.0	0.0	189.0	413.0	12.0	136.0	118.0
RAP2B	0.545383585651857	0.660294571066562	0.999856696914365	992.0	2220.0	43.0	2754.0	469.0	64.0	634.0	1381.0
CNKSR3	-0.327683790727948	0.898207611840535	0.999856696914365	0.0	137.0	0.0	94.0	170.0	0.0	0.0	13.0
IGHD	-0.333331406526937	0.801433188451498	0.999856696914365	895.0	67.0	64.0	522.0	1153.0	98.0	164.0	43.0
IGHE	-1.25298066723711	0.588577679406816	0.999856696914365	83.0	2.0	49.0	0.0	0.0	25.0	0.0	249.0
TLCD2	-0.648927827005521	0.726312425404881	0.999856696914365	343.0	505.0	272.0	0.0	0.0	705.0	236.0	85.0
MICU3	7.04658580984163	0.0374008973989291	1	0.0	0.0	86.0	21.0	0.0	0.0	0.0	0.0
TLCD1	0.298371518113398	0.915686207403741	0.999856696914365	0.0	424.0	111.0	0.0	287.0	0.0	0.0	0.0
MICU2	-2.7843701596906	1	1	33.0	83.0	5.0	1.0	372.0	37.0	33.0	66.0
MICU1	-0.647971917962053	0.640534877983173	0.999856696914365	65.0	362.0	87.0	1.0	176.0	188.0	25.0	80.0
TRNAK13	3.80415435212255	0.263763689420043	1	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00086	-6.66597280719462	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0
HNRNPFP1	-6.51709787144014	1	1	0.0	0.0	0.0	0.0	0.0	37.0	3.0	0.0
LINC00087	0.317131705958298	1	1	0.0	0.0	0.0	84.0	0.0	0.0	0.0	50.0
LINC00083	-3.22103022885338	1	1	0.0	0.0	26.0	0.0	0.0	0.0	202.0	0.0
ZFP14	-3.07041006238654	0.230770525283068	0.999856696914365	0.0	40.0	0.0	0.0	0.0	91.0	33.0	16.0
SH3BGRL	0.723840350933842	0.636944838846985	0.999856696914365	29.0	257.0	45.0	738.0	9.0	166.0	1.0	235.0
IGKC	-0.0666785781075705	0.946475213507876	0.999856696914365	6862.0	11963.0	8151.0	1464.0	5281.0	6540.0	5107.0	2399.0
MSX1	-0.0884563739138442	0.961601675888352	0.999856696914365	68.0	412.0	0.0	51.0	0.0	72.0	49.0	166.0
DKFZP434I0714	-21.3596184565852	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0
RP5-887A10.1	1.84264665284426	0.465740598633751	0.999856696914365	54.0	102.0	97.0	0.0	0.0	44.0	0.0	0.0
RAE1	-1.82221349574478	1	1	0.0	0.0	28.0	0.0	0.0	0.0	0.0	107.0
SLC25A5P4	21.3582879944113	1	1	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS4Y1P1	2.82975514450366	0.406351765261338	1	0.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0
GAD1	7.57447225623488	1	1	0.0	5.0	0.0	208.0	0.0	0.0	0.0	0.0
IGIP	7.20501939454424	0.00272366993221227	0.099838858003593	97.0	0.0	34.0	120.0	0.0	1.0	0.0	0.0
GAD2	4.49442617548167	1	1	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
MRE11A	-2.54189865653475	0.385386920619462	0.999856696914365	0.0	0.0	0.0	43.0	0.0	0.0	67.0	99.0
MRE11B	-0.241141958659745	0.940810902280599	1	0.0	5.0	0.0	31.0	0.0	24.0	0.0	0.0
RP11-59J16.1	0.843930561240493	0.773962927382627	0.999856696914365	0.0	181.0	0.0	83.0	0.0	0.0	0.0	86.0
ELK2BP	-7.48470672312825	0.0126314380849403	1	0.0	0.0	0.0	0.0	0.0	5.0	49.0	29.0
SLC25A5P8	-4.09876770835252	1	1	0.0	0.0	0.0	4.0	0.0	0.0	0.0	51.0
VMP1	-0.784635706975964	0.554651169035756	0.999856696914365	212.0	139.0	61.0	357.0	2.0	206.0	398.0	195.0
PDCL3	1.57010787600833	0.376440566116681	0.999856696914365	261.0	106.0	163.0	56.0	0.0	0.0	41.0	106.0
CACHD1	21.0717392545978	1	1	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0
TACC3	-0.385813735491319	0.637874854069973	0.999856696914365	729.0	1133.0	579.0	812.0	940.0	612.0	569.0	687.0
RAD1	-0.1044693196269	0.957866035871609	0.999856696914365	118.0	17.0	0.0	169.0	3.0	67.0	0.0	154.0
TACC1	0.0134802323992249	0.988655725798083	0.999856696914365	555.0	737.0	210.0	1136.0	797.0	208.0	260.0	494.0
TACC2	5.02248710027954	1	1	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP28	0.0619468664522796	0.97666402575038	0.999856696914365	0.0	1.0	32.0	127.0	0.0	59.0	29.0	12.0
DENND5B	2.46941292101923	0.23890050803863	0.999856696914365	0.0	151.0	87.0	351.0	0.0	27.0	34.0	0.0
TACO1	0.166707009956933	0.880076126531613	0.999856696914365	132.0	452.0	315.0	392.0	467.0	81.0	26.0	277.0
TGM1	-23.277044035767	1	1	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0
DMBT1	-0.698328743773469	0.503290764401069	0.999856696914365	1081.0	1254.0	520.0	69.0	1003.0	569.0	845.0	612.0
VN1R101P	21.6870548998902	1	1	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0
TGM7	5.1362285368727	1	1	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
DENND5A	0.0314796915398381	0.984448355633879	0.999856696914365	323.0	433.0	0.0	842.0	288.0	3.0	314.0	384.0
TGM6	0.0015020472704968	1	1	0.0	78.0	0.0	0.0	0.0	0.0	0.0	40.0
TGM5	-6.77822291616365	1	1	0.0	0.0	0.0	0.0	0.0	47.0	1.0	0.0
RAG2	4.08702901377429	0.229389265572069	1	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
TGM4	4.71432159043957	1	1	0.0	0.0	0.0	48.0	1.0	0.0	0.0	0.0
TGM3	0.334081393848893	0.909595886706475	0.999856696914365	0.0	82.0	102.0	0.0	0.0	96.0	0.0	0.0
RAG1	21.4802291193899	1	1	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0
TGM2	2.35815233876331	0.0144556688479233	0.231995038099966	1383.0	1877.0	361.0	2871.0	113.0	249.0	165.0	250.0
CARTPT	5.85473005575271	1	1	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0
PSPC1	0.592287682904923	0.685440648979468	0.999856696914365	125.0	401.0	195.0	410.0	2.0	235.0	2.0	241.0
DENND6B	0.42651582386455	0.78084788950432	0.999856696914365	0.0	96.0	394.0	204.0	55.0	56.0	104.0	209.0
DENND6A	-1.36327079062112	0.496431459516134	0.999856696914365	0.0	232.0	0.0	2.0	151.0	84.0	40.0	8.0
