GeneID	GeneType	HAPI-19b-1	HAPI-19b-2	HAPI-19b-3	HAPI-NC-1	HAPI-NC-2	HAPI-NC-3
LOC103692769	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC300491	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690106	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690105	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690104	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690103	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC688906	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690102	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692760	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690101	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC688907	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690100	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692761	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nwd2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nwd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692759	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Phyhipl	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rb1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692773	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692774	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692775	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692776	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692777	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Trps1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692779	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690118	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Odf3b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Atg4b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690117	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Atg4c	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690116	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Lancl2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Lancl3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690115	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690114	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690113	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1304728	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690112	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Atg4d	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692771	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103692772	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690111	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Lancl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690109	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690108	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ran	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psme4	mRNA	0.0	0.599809604116832	1.6837182274288636	22.008775573757042	10.50458954243999	5.738746547570077
Psme3	mRNA	92.44018896376922	62.84042721373197	57.16621203712112	133.43748787553625	115.22720507351123	112.73117406094097
Rax	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Hesx1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psme2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psme1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ipo11	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ipo13	mRNA	0.0	0.0	0.5999999073600143	0.0	1.727701679160864	0.0
Sdpr	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rsb66	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Agap1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685580	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Agap2	mRNA	0.0	0.9353296365589258	0.0	1.4299996141289042	0.0	0.0
Agap3	mRNA	17.265103531826874	17.906052355133614	14.290705656092866	11.272498687534926	14.189701132513251	20.155081257225596
LOC685583	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rd3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685564	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Col22a1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmf1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Pusl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ehmt2	mRNA	0.0	0.0	0.0	0.0	0.0	1.346300323629057
Olr431-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Arap1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ehmt1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Arap3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Arap2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685574	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685572	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmg2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmg1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmg4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmg3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Fam18b-ps1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685560	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abtb1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685544	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abtb2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685549	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rdx	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rel	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ren	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ret	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma3	mRNA	1452.4211799576256	856.9635636441026	588.897926359366	866.3573056222463	935.4692124911684	1044.3293361442827
Psma6	mRNA	29.906044419495625	18.97466228433559	8.877257196329682	14.504918204372933	12.781045443761156	17.019584776594122
Psma5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Fam169a	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Fam168b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Fam168a	mRNA	0.0	0.6084376591574046	2.277250580731349	13.023129144336433	7.377019236885852	8.73194466694733
Rfk	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb4	mRNA	0.0	0.0	2.538241888380488	0.0	0.0	0.0
Psmb7	mRNA	0.0	0.0	0.0	7.185306703092148	0.0	0.0
Psmb6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sdsl	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Fam169b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ttyh3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ttyh1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ttyh2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rgn	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rgr	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psma7	mRNA	6.343506778848962	0.0	0.0	0.0	0.0	0.0
Rcsd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc6	mRNA	778.9538588713751	320.4036290664777	295.312344155979	504.52260220485414	542.778416650949	566.7500286357908
Rufy1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1306519	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rufy4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rufy2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmc3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rufy3	mRNA	0.0	0.0	0.0	1.4406184231447128	0.0	0.0
Hsp90b1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rhd	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr647-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rho	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ikbkap	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmb8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Spsb2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd7	mRNA	671.0215797928518	411.3636285443277	310.88987643185243	496.9806971289856	654.9360210440167	595.1817389159959
Spsb3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Spsb1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502111	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1306502	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Siglecl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Psmd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Spsb4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685592	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tubb4b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685590	mRNA	0.0	1.2464256330023993	0.0	0.0	0.0	0.0
Tubb4a	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC685596	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502109	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694446	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694445	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694448	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694447	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694449	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rnpepl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694440	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694442	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694441	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694444	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694443	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694457	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694456	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694459	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Btaf1	mRNA	0.0	0.0	0.0	0.8075992270357965	0.0	0.0
LOC103694458	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tubb2b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tubb2a	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694451	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rab3gap2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694450	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502130	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694453	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694452	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694455	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694454	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nomo1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694468	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694467	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr467-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr492-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694469	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sesn2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Gle1-ps1	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sesn1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Scmh1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rilpl2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sesn3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rilpl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502167	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694460	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ffar3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ffar4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694462	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ffar1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694461	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548503	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ffar2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694464	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548506	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694463	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548505	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rlf	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Map4k5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694466	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Map4k4	mRNA	121.1241575909937	92.09339478877997	82.45713012576196	233.0466941532619	242.78322167636708	180.40049974356543
LOC103694465	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548507	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Map4k3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694479	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694478	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694471	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694470	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694473	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694472	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694475	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694474	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Map4k2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Map4k1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Lztfl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1306556	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sap30l	mRNA	100.17224617730187	119.1691289987946	46.460862391660235	60.731461873091895	100.33815295387495	130.6438127090301
Picalm	mRNA	9.572490286411206	8.67644813856371	1.5222219871911473	28.188510912130734	21.916215744910957	25.941532351788762
LOC103694489	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694482	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548524	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548523	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694481	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694484	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548526	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694483	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694485	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548527	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694488	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694487	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rp1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rp2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694480	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548522	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rp9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502175	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502176	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548513	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694493	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548512	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694492	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502172	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694495	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548514	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694494	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC502174	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694497	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694496	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694499	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694498	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548511	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694491	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694490	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548510	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ganab	mRNA	0.0	0.0	0.0	1.7903404551155004	0.0	0.0
Rpe	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548546	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548545	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548541	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548544	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548534	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548537	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rs1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548531	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548530	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548532	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
ST7	mRNA	1.5421430134390515	0.0	0.0	0.0	1.6476769427499323	4.388182099025472
Rpl17-ps1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr1017-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Mki67	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Serbp1	mRNA	6214.090145927068	3121.8420173399877	2446.1616294811033	5098.3227819746735	5260.740148420369	5084.707705675447
Aqp9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sec1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548568	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrh	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aqp1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tubal3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548561	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548564	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548563	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sp140	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Heca	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561796	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561795	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sympk	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548558	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Wrap73	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548550	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548553	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548552	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548555	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tfip11	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561780	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548589	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561788	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561787	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr1030-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548586	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548588	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561771	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Wrap53	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548579	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561778	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548578	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561777	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548571	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548570	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548573	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548575	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548576	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Keap1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694402	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694401	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694404	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694403	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694406	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694405	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694408	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694407	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561767	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561766	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694400	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ramp1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sp100	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694413	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694412	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694415	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694414	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694417	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694416	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Heg1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694419	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694418	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561755	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1561754	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694411	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694410	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548593	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548592	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548594	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548597	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548596	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548599	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Sp110	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694409	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Efcab8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102548590	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694424	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694423	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694426	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694425	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Scml2	mRNA	1.042705314119272	0.0	0.38689349565828585	2.528645226432139	2.228122151039463	0.0
LOC360472	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103694428	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
